family,name,params,final,cagr,mdd,calmar,sharpe,sortino,chg,turn_yr,schd_share,qld1,qqq1,ex1,qld3,qqq3,ex3,qld5,qqq5,ex5,qld10,qqq10,ex10,qld15,qqq15,ex15,c_닷컴 2000-2002,c_GFC 2007-2009,c_GFC반등 2009-2010,c_코로나 2020,c_2022 베어,c_2023-현재,cost5,cost10,cost20,cost30,cost50
C_only,C reb5>=+15% ONLY,"k=5,x=0.15",7.676959203302856,7.951507620297815,-33.36611085639822,0.23831089138676315,0.5549813693293006,0.48512595895428917,1,0.03753854059609455,98.9695340501792,31.574864235841737,34.057408844065165,-18.25396251868845,24.326599326599325,20.95959595959596,-16.175594125158543,23.713235294117645,11.76470588235294,-14.330178654116565,12.799043062200957,7.4162679425837315,-13.803274159516764,12.5,9.58904109589041,-13.360387976778409,2.1472744414668954,3.037153176918528,3.7510336098284247,-10.305731046931331,-3.230407925311529,50.640682824565594,7.680801525226435,7.676959203302856,7.669274559455714,7.661589915608555,7.64622062791427
C_or,C reb5>=+20% OR,"k=5,x=0.2",138.4777816676773,20.332872428212845,-46.62278130284805,0.43611453156636903,0.7170068927503663,0.8523392794434037,22,0.8258478931140801,22.804659498207887,40.96198603568658,66.40806826997672,-4.440892098500626e-14,36.784511784511785,88.38383838383838,-3.440244321082553,43.93382352941176,92.27941176470588,-0.5867648895874655,53.4688995215311,100.0,1.1566109924959878,58.9041095890411,100.0,0.2856205273429113,2.1472744414668954,-33.93587415833061,86.88509692758129,-18.277131602691853,-37.51517079032002,205.57067147798688,140.01060195728195,138.4777816676773,135.46006046716462,132.50517489551245,126.77894493506618
C_only,C reb5>=+20% ONLY,"k=5,x=0.2",7.676959203302856,7.951507620297815,-33.36611085639822,0.23831089138676315,0.5549813693293006,0.48512595895428917,1,0.03753854059609455,98.9695340501792,31.574864235841737,34.057408844065165,-18.25396251868845,24.326599326599325,20.95959595959596,-16.175594125158543,23.713235294117645,11.76470588235294,-14.330178654116565,12.799043062200957,7.4162679425837315,-13.803274159516764,12.5,9.58904109589041,-13.360387976778409,2.1472744414668954,3.037153176918528,3.7510336098284247,-10.305731046931331,-3.230407925311529,50.640682824565594,7.680801525226435,7.676959203302856,7.669274559455714,7.661589915608555,7.64622062791427
C_or,C reb10>=+2% OR,"k=10,x=0.02",131.52832274153326,20.100520986288608,-49.03149109610085,0.40995124841078034,0.7046963020035203,0.8464463153014216,50,1.8769270298047276,20.72879330943847,45.69433669511249,67.26144297905353,-2.220446049250313e-14,43.013468013468014,90.993265993266,-0.9419320359210226,44.94485294117647,99.35661764705883,-0.7587421262492899,56.33971291866029,100.0,2.3811787071156165,74.14383561643835,100.0,2.2845273419273338,-21.830520925959362,-30.910885200462612,81.64048121328173,-15.407877796162595,-39.67212615112654,195.14587186780324,134.86050866320335,131.52832274153326,125.10421295905176,118.98789629782583,107.6214670785225
C_only,C reb10>=+2% ONLY,"k=10,x=0.02",131.52832274153326,20.100520986288608,-49.03149109610085,0.40995124841078034,0.7046963020035203,0.8464463153014216,50,1.8769270298047276,20.72879330943847,45.69433669511249,67.26144297905353,-2.220446049250313e-14,43.013468013468014,90.993265993266,-0.9419320359210226,44.94485294117647,99.35661764705883,-0.7587421262492899,56.33971291866029,100.0,2.3811787071156165,74.14383561643835,100.0,2.2845273419273338,-21.830520925959362,-30.910885200462612,81.64048121328173,-15.407877796162595,-39.67212615112654,195.14587186780324,134.86050866320335,131.52832274153326,125.10421295905176,118.98789629782583,107.6214670785225
C_or,C reb10>=+3% OR,"k=10,x=0.03",135.37837098843636,20.230665031656248,-49.03149109610082,0.4126055434864201,0.7080899916943295,0.8499264837573234,48,1.8018499486125386,20.818399044205496,47.01318851823119,67.95965865011637,-2.220446049250313e-14,43.18181818181818,90.65656565656566,-1.2592594752289799,48.62132352941176,98.62132352941177,-0.7328999285914239,57.057416267942585,100.0,2.5562663928556106,73.63013698630137,100.0,2.045653537515635,-21.830520925959362,-30.91088520046271,81.64048121328149,-15.40787779616256,-35.041994094528825,190.8868025662963,138.66925262223955,135.37837098843636,129.02439486268463,122.96271620821216,111.66413984061813
C_only,C reb10>=+3% ONLY,"k=10,x=0.03",135.37837098843636,20.230665031656248,-49.03149109610082,0.4126055434864201,0.7080899916943295,0.8499264837573234,48,1.8018499486125386,20.818399044205496,47.01318851823119,67.95965865011637,-2.220446049250313e-14,43.18181818181818,90.65656565656566,-1.2592594752289799,48.62132352941176,98.62132352941177,-0.7328999285914239,57.057416267942585,100.0,2.5562663928556106,73.63013698630137,100.0,2.045653537515635,-21.830520925959362,-30.91088520046271,81.64048121328149,-15.40787779616256,-35.041994094528825,190.8868025662963,138.66925262223955,135.37837098843636,129.02439486268463,122.96271620821216,111.66413984061813
C_or,C reb10>=+4% OR,"k=10,x=0.04",115.47825684152353,19.51522907276626,-49.031491096100844,0.39801418713774706,0.6913404957301175,0.8278473807816658,48,1.8018499486125386,21.07228195937873,44.763382467028705,66.71838634600465,-2.220446049250313e-14,43.013468013468014,86.95286195286195,-2.0239450861524233,47.97794117647059,92.09558823529412,-1.2329579342454822,55.50239234449761,100.0,1.8884478477142252,70.54794520547945,100.0,1.2771115911178077,-21.830520925959362,-30.910885200462857,77.24842721670086,-15.407877796162605,-35.07455435483803,184.9054950363797,118.2853911848363,115.47825684152353,110.05829143894782,104.887656872723,95.24992896837352
C_only,C reb10>=+4% ONLY,"k=10,x=0.04",115.47825684152353,19.51522907276626,-49.031491096100844,0.39801418713774706,0.6913404957301175,0.8278473807816658,48,1.8018499486125386,21.07228195937873,44.763382467028705,66.71838634600465,-2.220446049250313e-14,43.013468013468014,86.95286195286195,-2.0239450861524233,47.97794117647059,92.09558823529412,-1.2329579342454822,55.50239234449761,100.0,1.8884478477142252,70.54794520547945,100.0,1.2771115911178077,-21.830520925959362,-30.910885200462857,77.24842721670086,-15.407877796162605,-35.07455435483803,184.9054950363797,118.2853911848363,115.47825684152353,110.05829143894782,104.887656872723,95.24992896837352
C_or,C reb10>=+5% OR,"k=10,x=0.05",102.12639390690819,18.965246353140387,-49.031491096100844,0.38679725884674493,0.6783140226730525,0.810947303805801,48,1.8018499486125386,21.296296296296298,44.29790535298681,66.0977501939488,-4.440892098500626e-14,42.340067340067336,85.35353535353535,-2.0557848268975776,47.88602941176471,90.71691176470588,-1.3814815925096147,53.94736842105263,100.0,0.9443987393374487,68.83561643835617,100.0,0.6136529672087443,-21.830520925959362,-32.80218419881694,75.74657604204454,-15.407877796162595,-35.837261419991286,176.98751868296173,104.60896088995688,102.12639390690819,97.33309743010982,92.76030358214263,84.23691205157961
