k,x,mind,final,cagr,mdd,qld3,qld5,dotcom
10,2.0,1,131.52832274153326,20.100520986288608,-49.03149109610085,43.013468013468014,44.94485294117647,-21.830520925959362
10,2.0,2,139.16726923134175,20.355309673891476,-48.29320199380136,44.86531986531986,48.713235294117645,-17.618838080170253
10,2.0,3,159.38355468986143,20.969675332200445,-46.622781302848026,44.27609427609428,49.356617647058826,-12.246817539736021
10,2.0,4,180.04134102356,21.524371133147735,-46.62278130284805,40.99326599326599,55.42279411764706,-5.3994080558453454
10,2.0,5,167.28382068217994,21.189562025456876,-46.62278130284805,39.05723905723906,55.33088235294118,-5.3994080558453454
10,2.0,6,165.66125280721357,21.14522905143921,-46.62278130284802,44.023569023569024,49.44852941176471,-5.3994080558453454
10,2.0,7,160.72059235614583,21.00761616498472,-46.62278130284804,40.48821548821549,49.26470588235294,-5.3994080558453454
10,2.0,8,159.28889359279316,20.966977554990464,-46.62278130284804,41.83501683501684,55.79044117647059,-5.3994080558453454
10,2.0,9,176.69272725626195,21.438755915938135,-46.622781302848026,41.4983164983165,55.60661764705882,-5.3994080558453454
10,2.0,10,181.60991086098818,21.56394951952667,-46.62278130284804,45.28619528619529,55.60661764705882,-5.3994080558453454
10,2.0,11,173.05117064318807,21.34385999088726,-46.62278130284802,43.09764309764309,55.14705882352941,-5.3994080558453454
10,2.0,12,180.1311082840293,21.5266450905081,-46.62278130284805,43.09764309764309,55.33088235294118,-5.3994080558453454
10,2.0,13,182.53582090658037,21.58715807676106,-46.62278130284805,44.19191919191919,55.33088235294118,-5.3994080558453454
10,2.0,14,171.69164869936628,21.307938517647074,-46.62278130284802,40.48821548821549,55.14705882352941,-5.3994080558453454
10,2.0,15,164.34492822141638,21.108955348648205,-46.62278130284804,39.47811447811448,54.96323529411765,-5.3994080558453454
10,2.0,16,167.473841254164,21.19472680741705,-46.62278130284804,39.56228956228956,55.05514705882353,-5.3994080558453454
10,2.0,18,150.96976576357577,20.72364789878396,-46.62278130284805,38.88888888888889,54.6875,-5.3994080558453454
