train_start,train_end,test_start,test_end,qld_ret,-16/-16_ret,-16/-16_cagr,-16/-16_beat,-16/-15_ret,-16/-15_cagr,-16/-15_beat,-16/-11_ret,-16/-11_cagr,-16/-11_beat
2005-01-01,2009-12-31,2010-01-01,2010-12-31,33.35915490697261,33.35915490697256,33.81189164647842,False,33.35915490697268,33.81189164647853,True,33.359154906972655,33.81189164647851,True
2006-01-01,2010-12-31,2011-01-01,2011-12-31,-2.9332544489249934,-3.7447103798436077,-3.7879506441704014,False,-10.97255961777467,-11.094293119855791,False,-13.667135003809005,-13.816373514049063,False
2007-01-01,2011-12-31,2012-01-01,2012-12-31,30.001934460478786,30.001934460478918,30.213530833014236,True,30.001934460479053,30.213530833014367,True,30.001934460478918,30.213530833014236,True
2008-01-01,2012-12-31,2013-01-01,2013-12-31,71.07403825188523,71.07403825188561,71.64433056097705,True,71.07403825188531,71.64433056097677,True,71.07403825188554,71.64433056097698,True
2009-01-01,2013-12-31,2014-01-01,2014-12-31,39.739139092628896,39.73913909262905,40.0292604429402,True,39.73913909262905,40.0292604429402,True,39.739139092629,40.02926044294015,True
2010-01-01,2014-12-31,2015-01-01,2015-12-31,15.21285983448215,15.212859834481973,15.314032927622524,False,15.212859834482128,15.314032927622678,False,15.212859834482106,15.314032927622655,False
2011-01-01,2015-12-31,2016-01-01,2016-12-31,15.005486624732134,13.1889535020135,13.35416228722286,False,10.839729748637406,10.97410503168852,False,4.201468379711004,4.251968721104782,False
2012-01-01,2016-12-31,2017-01-01,2017-12-31,67.42905251341773,67.42905251341773,68.69220656015924,False,67.42905251341776,68.69220656015926,True,67.42905251341786,68.69220656015938,True
2013-01-01,2017-12-31,2018-01-01,2018-12-31,-11.382539262998204,-10.265012430030762,-10.325234856107224,True,-10.265012430030684,-10.325234856107146,True,-10.265012430030785,-10.325234856107246,True
2014-01-01,2018-12-31,2019-01-01,2019-12-31,80.35158758771146,78.55027352062716,79.19299114833112,False,76.19145555644134,76.8111068295529,False,66.46204867478704,66.98867698688808,False
2015-01-01,2019-12-31,2020-01-01,2020-12-31,82.89068908941795,75.30554802081748,75.64381890819001,False,70.8708592789641,71.1855098646333,False,69.35941381989979,69.66610433450367,False
2016-01-01,2020-12-31,2021-01-01,2021-12-31,59.14825645334014,59.14825645334001,60.02125386120856,False,59.14825645334001,60.02125386120856,False,59.14825645333974,60.021253861208294,False
2017-01-01,2021-12-31,2022-01-01,2022-12-31,-61.32571301742311,-37.79601065080722,-38.1427098134005,True,-40.551634332899255,-40.91450175914117,True,-37.51517079031997,-37.860139880616664,True
2018-01-01,2022-12-31,2023-01-01,2023-12-31,120.1974285398319,45.85875941871627,46.66388940009576,False,53.07311692004324,54.02647208368321,False,52.310903504972785,53.24835498271605,False
2019-01-01,2023-12-31,2024-01-01,2024-12-31,47.79498654178666,47.7949865417866,47.993392205233285,False,47.79498654178629,47.99339220523298,False,47.79498654178642,47.99339220523311,False
2020-01-01,2024-12-31,2025-01-01,2025-12-31,30.896232991948413,14.232814242080917,14.327072813532293,False,8.127290697112088,8.179672934282456,False,13.257599519857033,13.345029748461723,False
