Date,Open,Close
2002-07-30,81.94000244140625,40.282806396484375
2002-07-31,82.05000305175781,40.65225601196289
2002-08-01,82.54000091552734,40.81974792480469
2002-08-02,83.0199966430664,41.135040283203125
2002-08-05,83.68000030517578,41.34189224243164
2002-08-06,83.51000213623047,41.00694274902344
2002-08-07,83.19000244140625,41.135040283203125
2002-08-08,83.33000183105469,40.99214172363281
2002-08-09,83.31999969482422,41.29759979248047
2002-08-12,84.0999984741211,41.38135528564453
2002-08-13,84.31999969482422,41.71139144897461
2002-08-14,84.98999786376953,41.5882568359375
2002-08-15,84.0,41.34686279296875
2002-08-16,84.25,41.07593536376953
2002-08-19,83.51000213623047,41.115333557128906
2002-08-20,83.80000305175781,41.494667053222656
2002-08-21,83.77999877929688,41.39120101928711
2002-08-22,83.80000305175781,41.169517517089844
2002-08-23,83.72000122070312,41.35668182373047
2002-08-26,83.91999816894531,41.37640380859375
2002-08-27,83.75,41.25328063964844
2002-08-28,84.08999633789062,41.405975341796875
2002-08-29,84.56999969482422,41.59814453125
2002-08-30,84.58000183105469,41.67695236206055
2002-09-03,85.08999633789062,42.1317138671875
2002-09-04,85.16000366210938,42.116878509521484
2002-09-05,85.5999984741211,42.284934997558594
2002-09-06,85.08999633789062,41.958709716796875
2002-09-09,84.94000244140625,41.8994026184082
2002-09-10,84.70999908447266,42.04767990112305
2002-09-11,84.61000061035156,41.8944206237793
2002-09-12,84.80000305175781,42.111968994140625
2002-09-13,85.37999725341797,42.30967330932617
2002-09-16,85.70999908447266,42.324501037597656
2002-09-17,85.4000015258789,42.46290588378906
2002-09-18,85.91999816894531,42.51234817504883
2002-09-19,86.41999816894531,42.72492980957031
2002-09-20,86.30000305175781,42.71007537841797
2002-09-23,86.87999725341797,42.95229721069336
2002-09-24,87.05999755859375,43.10555648803711
2002-09-25,86.69999694824219,42.779319763183594
2002-09-26,86.33000183105469,42.74964904785156
2002-09-27,86.58000183105469,43.03142166137695
2002-09-30,87.4000015258789,43.28350067138672
2002-10-01,86.76000213623047,42.90573501586914
2002-10-02,86.56999969482422,43.049537658691406
2002-10-03,86.8499984741211,43.02471923828125
2002-10-04,86.16999816894531,43.06932067871094
2002-10-07,87.18000030517578,43.23788833618164
2002-10-08,86.93000030517578,43.15859603881836
2002-10-09,87.44000244140625,43.376712799072266
2002-10-10,87.4000015258789,43.128814697265625
2002-10-11,86.68000030517578,42.821449279785156
2002-10-14,86.5999984741211,42.78672790527344
2002-10-15,85.33999633789062,42.067874908447266
2002-10-16,84.93000030517578,42.067874908447266
2002-10-17,84.22000122070312,41.84471130371094
2002-10-18,84.41000366210938,41.968658447265625
2002-10-21,84.69999694824219,41.64641189575195
2002-10-22,84.05000305175781,41.62661361694336
2002-10-23,84.19999694824219,41.715824127197266
2002-10-24,84.05000305175781,41.914127349853516
2002-10-25,84.95999908447266,42.09758377075195
2002-10-28,85.11000061035156,42.14714813232422
2002-10-29,85.41999816894531,42.528907775878906
2002-10-30,85.62999725341797,42.52392578125
2002-10-31,85.6500015258789,42.74209976196289
2002-11-01,85.7300033569336,42.48588562011719
2002-11-04,84.94999694824219,42.35158157348633
2002-11-05,85.0,42.237125396728516
2002-11-06,84.66000366210938,42.37646484375
2002-11-07,85.68000030517578,42.78936004638672
2002-11-08,86.08999633789062,42.89388656616211
2002-11-11,86.0999984741211,43.00334548950195
2002-11-12,86.45999908447266,42.86896896362305
2002-11-13,86.12999725341797,42.91873550415039
2002-11-14,85.66000366210938,42.38145446777344
2002-11-15,84.9000015258789,42.411285400390625
2002-11-18,85.12999725341797,42.45109939575195
2002-11-19,85.62000274658203,42.48588562011719
2002-11-20,85.58999633789062,42.25208282470703
2002-11-21,84.56999969482422,42.00834274291992
2002-11-22,84.55000305175781,41.958580017089844
2002-11-25,84.5,41.8939094543457
2002-11-26,84.54000091552734,42.27198791503906
2002-11-27,84.56999969482422,41.78940200805664
2002-11-29,83.97000122070312,41.84915542602539
2002-12-02,83.0,41.83409118652344
2002-12-03,83.81999969482422,41.829063415527344
2002-12-04,83.94000244140625,41.97426986694336
2002-12-05,83.63999938964844,42.08937072753906
2002-12-06,84.81999969482422,42.259586334228516
2002-12-09,84.5,42.419795989990234
2002-12-10,84.69999694824219,42.38472366333008
2002-12-11,84.95999908447266,42.52489471435547
2002-12-12,84.9000015258789,42.55995178222656
2002-12-13,84.9800033569336,42.40479278564453
2002-12-16,84.79000091552734,42.22956466674805
2002-12-17,84.6500015258789,42.329708099365234
2002-12-18,84.87999725341797,42.589988708496094
2002-12-19,85.20999908447266,42.81022644042969
2002-12-20,85.45999908447266,42.81022644042969
2002-12-23,85.37000274658203,42.785221099853516
2002-12-24,85.83000183105469,42.94539260864258
2002-12-26,85.80000305175781,43.01047897338867
2002-12-27,86.2699966430664,43.26581573486328
2002-12-30,86.44000244140625,43.34587860107422
2002-12-31,86.2699966430664,43.33378219604492
2003-01-02,85.5999984741211,42.649715423583984
2003-01-03,84.69999694824219,42.72014617919922
2003-01-06,84.80000305175781,42.6145133972168
2003-01-07,84.72000122070312,42.75029373168945
2003-01-08,85.16999816894531,42.850948333740234
2003-01-09,84.58000183105469,42.33282470703125
2003-01-10,84.55999755859375,42.378089904785156
2003-01-13,84.19999694824219,42.45353698730469
2003-01-14,84.5999984741211,42.554134368896484
2003-01-15,84.76000213623047,42.649715423583984
2003-01-16,84.66000366210938,42.6346321105957
2003-01-17,85.1500015258789,42.81068801879883
2003-01-21,84.93000030517578,42.956520080566406
2003-01-22,85.55000305175781,43.13258743286133
2003-01-23,85.43000030517578,43.04206466674805
2003-01-24,85.80000305175781,43.127567291259766
2003-01-27,85.62999725341797,42.99674987792969
2003-01-28,85.44000244140625,43.001792907714844
2003-01-29,85.52999877929688,42.8156852722168
2003-01-30,85.0,42.98166275024414
2003-01-31,85.62000274658203,43.001792907714844
2003-02-03,85.25,42.93521499633789
2003-02-04,85.38999938964844,43.07648468017578
2003-02-05,85.26000213623047,42.90998840332031
2003-02-06,85.27999877929688,43.07648468017578
2003-02-07,85.08999633789062,43.096649169921875
2003-02-10,85.4000015258789,43.01594161987305
2003-02-11,85.16000366210938,43.05630874633789
2003-02-12,85.45999908447266,43.243064880371094
2003-02-13,85.80000305175781,43.39946365356445
2003-02-14,85.80999755859375,43.24809646606445
2003-02-18,85.5199966430664,43.24809646606445
2003-02-19,85.80000305175781,43.409568786621094
2003-02-20,86.0199966430664,43.560970306396484
2003-02-21,86.2699966430664,43.39946365356445
2003-02-24,86.29000091552734,43.5710334777832
2003-02-25,86.55999755859375,43.631591796875
2003-02-26,86.51000213623047,43.7628173828125
2003-02-27,86.69999694824219,43.80322265625
2003-02-28,86.75,43.94954299926758
2003-03-03,86.80999755859375,44.040611267089844
2003-03-04,87.0199966430664,44.12665557861328
2003-03-05,87.37999725341797,44.207603454589844
2003-03-06,87.37000274658203,44.116485595703125
2003-03-07,87.72000122070312,44.2633056640625
2003-03-10,87.66000366210938,44.410030364990234
2003-03-11,87.77999877929688,44.39990997314453
2003-03-12,87.66999816894531,44.29869842529297
2003-03-13,86.94000244140625,43.80783462524414
2003-03-14,86.75,43.949501037597656
2003-03-17,87.0999984741211,43.60542678833008
2003-03-18,86.25,43.367610931396484
2003-03-19,85.6500015258789,43.16013717651367
2003-03-20,85.5999984741211,43.19048309326172
2003-03-21,85.12999725341797,42.795780181884766
2003-03-24,85.25,43.21072006225586
2003-03-25,85.5,43.21575927734375
2003-03-26,85.4000015258789,43.31697082519531
2003-03-27,85.79000091552734,43.39793014526367
2003-03-28,86.02999877929688,43.46877670288086
2003-03-31,86.30000305175781,43.782554626464844
2003-04-01,86.2300033569336,43.72621536254883
2003-04-02,85.5999984741211,43.416656494140625
2003-04-03,85.48999786376953,43.492767333984375
2003-04-04,85.54000091552734,43.416656494140625
2003-04-07,84.8499984741211,43.315128326416016
2003-04-08,85.37999725341797,43.47756576538086
2003-04-09,85.72000122070312,43.62470626831055
2003-04-10,85.87000274658203,43.50800704956055
2003-04-11,85.30000305175781,43.39632797241211
2003-04-14,85.4800033569336,43.27451705932617
2003-04-15,85.5999984741211,43.42679214477539
2003-04-16,85.48999786376953,43.52318572998047
2003-04-17,85.94999694824219,43.46739959716797
2003-04-21,85.36000061035156,43.38615036010742
2003-04-22,85.7300033569336,43.39632797241211
2003-04-23,85.5199966430664,43.376033782958984
2003-04-24,85.75,43.6297607421875
2003-04-25,86.01000213623047,43.70082473754883
2003-04-28,86.3499984741211,43.655155181884766
2003-04-29,85.83999633789062,43.579044342041016
2003-04-30,85.8499984741211,43.84299087524414
2003-05-01,86.23999786376953,43.879608154296875
2003-05-02,86.04000091552734,43.64015197753906
2003-05-05,85.66000366210938,43.77775955200195
2003-05-06,85.95999908447266,44.047767639160156
2003-05-07,86.69999694824219,44.35347366333008
2003-05-08,87.30000305175781,44.399314880371094
2003-05-09,87.0199966430664,44.47061538696289
2003-05-12,87.80000305175781,44.65916061401367
2003-05-13,87.37000274658203,44.699928283691406
2003-05-14,87.91000366210938,44.944515228271484
2003-05-15,87.88999938964844,44.898677825927734
2003-05-16,88.4000015258789,45.13811492919922
2003-05-19,88.91999816894531,45.127906799316406
2003-05-20,88.44999694824219,45.42853546142578
2003-05-21,88.83999633789062,45.28587341308594
2003-05-22,89.08000183105469,45.49989700317383
2003-05-23,89.36000061035156,45.44895553588867
2003-05-27,89.26000213623047,45.280799865722656
2003-05-28,88.66999816894531,45.2910041809082
2003-05-29,89.12000274658203,45.53044509887695
2003-05-30,89.20999908447266,45.50497817993164
