Date,Open,Close,AdjClose
2023-06-20,10005.0,9960.0,8984.1171875
2023-06-21,9920.0,9940.0,8966.08203125
2023-06-22,9940.0,9945.0,8970.587890625
2023-06-23,9940.0,9980.0,9002.1630859375
2023-06-26,9965.0,9930.0,8957.0595703125
2023-06-27,9950.0,9950.0,8975.099609375
2023-06-28,9960.0,10060.0,9074.3212890625
2023-06-29,10050.0,10100.0,9110.4052734375
2023-06-30,10170.0,10180.0,9182.5615234375
2023-07-07,10100.0,10030.0,9047.2626953125
2023-07-10,10020.0,9985.0,9006.6689453125
2023-07-14,10010.0,10000.0,9020.201171875
2023-07-17,9985.0,9920.0,8948.0361328125
2023-07-19,9950.0,10025.0,9042.751953125
2023-07-20,10140.0,10150.0,9155.50390625
2023-07-21,10200.0,10305.0,9295.3154296875
2023-07-24,10305.0,10300.0,9290.8056640625
2023-07-26,10315.0,10295.0,9286.296875
2023-07-28,10350.0,10275.0,9268.25390625
2023-08-03,10380.0,10345.0,9331.396484375
2023-08-04,10345.0,10445.0,9421.6005859375
2023-08-07,10445.0,10380.0,9362.96875
2023-08-08,10475.0,10500.0,9471.2099609375
2023-08-09,10495.0,10485.0,9457.6806640625
2023-08-10,10470.0,10495.0,9466.7001953125
2023-08-11,10480.0,10530.0,9498.2705078125
2023-08-14,10585.0,10585.0,9547.880859375
2023-08-16,10545.0,10510.0,9480.2294921875
2023-08-17,10500.0,10545.0,9511.7998046875
2023-08-18,10535.0,10495.0,9466.7001953125
2023-08-21,10495.0,10555.0,9520.8212890625
2023-08-22,10555.0,10505.0,9475.720703125
2023-08-23,10470.0,10475.0,9448.662109375
2023-08-24,10510.0,10420.0,9399.05078125
2023-08-25,10380.0,10345.0,9331.396484375
2023-08-28,10380.0,10415.0,9394.537109375
2023-08-29,10445.0,10440.0,9417.08984375
2023-08-30,10490.0,10515.0,9515.73046875
2023-08-31,10560.0,10540.0,9538.3544921875
2023-09-01,10540.0,10480.0,9484.056640625
2023-09-04,10480.0,10510.0,9511.203125
2023-09-05,10500.0,10555.0,9551.9306640625
2023-09-06,10550.0,10490.0,9493.1044921875
2023-09-07,10460.0,10425.0,9434.283203125
2023-09-08,10430.0,10450.0,9456.90625
2023-09-11,10465.0,10475.0,9479.5341796875
2023-09-12,10470.0,10440.0,9447.8583984375
2023-09-13,10430.0,10445.0,9452.3818359375
2023-09-14,10440.0,10425.0,9434.283203125
2023-09-15,10515.0,10510.0,9511.203125
2023-09-18,10450.0,10410.0,9420.7060546875
2023-09-19,10425.0,10410.0,9420.7060546875
2023-09-20,10430.0,10415.0,9425.2314453125
2023-09-21,10415.0,10440.0,9447.8583984375
2023-09-22,10325.0,10295.0,9316.6376953125
2023-09-25,10290.0,10270.0,9294.0126953125
2023-09-26,10245.0,10300.0,9321.162109375
2023-09-27,10285.0,10290.0,9312.1162109375
2023-10-04,10210.0,10060.0,9103.970703125
2023-10-05,10100.0,10060.0,9103.970703125
2023-10-06,10035.0,9985.0,9036.095703125
2023-10-10,10200.0,10185.0,9217.0908203125
2023-10-11,10185.0,10155.0,9189.939453125
2023-10-12,10220.0,10190.0,9221.615234375
2023-10-13,10180.0,10185.0,9217.0908203125
2023-10-16,10185.0,10190.0,9221.615234375
2023-10-17,10275.0,10305.0,9325.6865234375
2023-10-18,10330.0,10330.0,9348.3125
2023-10-19,10280.0,10280.0,9303.0654296875
2023-10-20,10190.0,10140.0,9176.365234375
2023-10-23,10070.0,10085.0,9126.5947265625
2023-10-24,9950.0,9940.0,8995.3759765625
2023-10-25,9950.0,10030.0,9076.822265625
2023-10-26,9940.0,9975.0,9027.046875
2023-10-27,9940.0,9940.0,8995.3759765625
2023-10-30,9810.0,9690.0,8795.6826171875
2023-10-31,9745.0,9765.0,8863.7568359375
2023-11-01,9785.0,9855.0,8945.451171875
2023-11-02,9845.0,9775.0,8872.8349609375
2023-11-03,9930.0,9845.0,8936.37109375
2023-11-06,9840.0,9750.0,8850.140625
2023-11-07,9690.0,9745.0,8845.603515625
2023-11-08,9700.0,9750.0,8850.140625
2023-11-09,9730.0,9740.0,8841.0673828125
2023-11-10,9650.0,9695.0,8800.216796875
2023-11-13,9760.0,9800.0,8895.5244140625
2023-11-14,9770.0,9830.0,8922.7587890625
2023-11-15,10035.0,9855.0,8945.451171875
2023-11-16,9890.0,9885.0,8972.6806640625
2023-11-17,9765.0,9810.0,8904.603515625
2023-11-20,9850.0,9810.0,8904.603515625
2023-11-21,9820.0,9835.0,8927.294921875
2023-11-22,9835.0,9895.0,8981.759765625
2023-11-23,9920.0,9895.0,8981.759765625
2023-11-24,9950.0,9985.0,9063.451171875
2023-11-27,10000.0,9995.0,9072.53125
2023-11-28,9960.0,9890.0,8977.2197265625
2023-11-29,9815.0,9820.0,8950.7841796875
2023-11-30,9840.0,9860.0,8987.24609375
2023-12-01,9955.0,10030.0,9142.201171875
2023-12-04,10090.0,10150.0,9251.578125
2023-12-05,10200.0,10240.0,9333.6123046875
2023-12-06,10240.0,10225.0,9319.939453125
2023-12-07,10225.0,10270.0,9360.9560546875
2023-12-08,10270.0,10185.0,9283.478515625
2023-12-11,10265.0,10275.0,9365.5107421875
2023-12-12,10335.0,10345.0,9429.3154296875
2023-12-13,10340.0,10400.0,9479.44921875
2023-12-14,10400.0,10400.0,9479.44921875
2023-12-15,10460.0,10550.0,9616.169921875
2023-12-18,10550.0,10550.0,9616.169921875
2023-12-19,10575.0,10620.0,9679.978515625
2023-12-20,10650.0,10605.0,9666.3037109375
2023-12-21,10580.0,10525.0,9593.3828125
2023-12-22,10545.0,10545.0,9611.6123046875
2023-12-26,10620.0,10620.0,9679.978515625
2023-12-27,10625.0,10575.0,9669.916015625
2023-12-28,10580.0,10545.0,9642.4833984375
2024-01-02,10665.0,10635.0,9724.78125
2024-01-03,10775.0,10730.0,9811.6494140625
2024-01-04,10730.0,10720.0,9802.5068359375
2024-01-05,10725.0,10760.0,9839.083984375
2024-01-08,10800.0,10745.0,9825.3671875
2024-01-09,10785.0,10830.0,9903.091796875
2024-01-10,10815.0,10805.0,9880.23046875
2024-01-11,10805.0,10790.0,9866.515625
2024-01-12,10785.0,10710.0,9793.3642578125
2024-01-15,10730.0,10805.0,9880.23046875
2024-01-16,10805.0,10855.0,9925.9541015625
2024-01-17,10900.0,10890.0,9957.9560546875
2024-01-19,10910.0,10880.0,9948.8095703125
2024-01-22,11005.0,11005.0,10063.1162109375
2024-01-23,11065.0,11000.0,10058.5419921875
2024-01-24,11015.0,11050.0,10104.259765625
2024-01-25,10945.0,10975.0,10035.6806640625
2024-01-26,11025.0,11005.0,10063.1162109375
2024-01-29,11115.0,11045.0,10099.6884765625
2024-01-30,11040.0,11010.0,10095.107421875
2024-01-31,11015.0,11020.0,10104.275390625
2024-02-01,10970.0,10885.0,9980.494140625
2024-02-02,10970.0,10905.0,9998.8330078125
2024-02-05,10975.0,10970.0,10058.4306640625
2024-02-06,10960.0,10860.0,9957.5693359375
2024-02-07,10935.0,10905.0,9998.8330078125
2024-02-08,10940.0,10950.0,10040.0927734375
2024-02-13,11020.0,10985.0,10072.1845703125
2024-02-14,10905.0,10860.0,9957.5693359375
2024-02-15,10930.0,10910.0,10003.41796875
2024-02-16,11000.0,10990.0,10076.7705078125
2024-02-19,10990.0,11000.0,10085.93359375
2024-02-20,11005.0,10975.0,10063.013671875
2024-02-21,10975.0,10970.0,10058.4306640625
2024-02-22,10985.0,11000.0,10085.93359375
2024-02-23,11100.0,11095.0,10173.04296875
2024-02-26,11100.0,11090.0,10168.4560546875
2024-02-27,11090.0,11035.0,10118.02734375
2024-02-28,11015.0,11020.0,10133.662109375
2024-02-29,11010.0,11000.0,10115.26953125
2024-03-04,11040.0,11080.0,10188.8359375
2024-03-05,11135.0,11115.0,10221.021484375
2024-03-06,11115.0,11105.0,10211.82421875
2024-03-07,11120.0,11120.0,10225.6162109375
2024-03-08,11120.0,11080.0,10188.8359375
2024-03-11,11075.0,10975.0,10092.2802734375
2024-03-12,10990.0,11030.0,10142.8564453125
2024-03-13,11075.0,11070.0,10179.640625
2024-03-14,11075.0,11165.0,10266.9990234375
2024-03-15,11160.0,11180.0,10280.7939453125
2024-03-18,11180.0,11210.0,10308.380859375
2024-03-19,11245.0,11265.0,10358.9580078125
2024-03-20,11300.0,11285.0,10377.34765625
2024-03-21,11345.0,11305.0,10395.7373046875
2024-03-22,11450.0,11490.0,10565.861328125
2024-03-25,11490.0,11415.0,10496.8916015625
2024-03-26,11415.0,11430.0,10510.685546875
2024-03-27,11425.0,11475.0,10552.064453125
2024-03-28,11600.0,11570.0,10665.451171875
2024-03-29,11690.0,11735.0,10817.5478515625
2024-04-01,11735.0,11705.0,10789.8974609375
2024-04-02,11680.0,11610.0,10702.3212890625
2024-04-03,11600.0,11495.0,10596.3134765625
2024-04-04,11490.0,11515.0,10614.75
2024-04-05,11465.0,11430.0,10536.3935546875
2024-04-08,11430.0,11440.0,10545.61328125
2024-04-09,11440.0,11485.0,10587.0947265625
2024-04-11,11470.0,11425.0,10531.7841796875
2024-04-12,11450.0,11490.0,10591.7041015625
2024-04-15,11430.0,11405.0,10513.3505859375
2024-04-16,11370.0,11380.0,10490.302734375
2024-04-17,11370.0,11290.0,10407.3408203125
2024-04-18,11230.0,11170.0,10296.7216796875
2024-04-19,11130.0,11150.0,10278.2841796875
2024-04-22,11285.0,11365.0,10476.474609375
2024-04-23,11420.0,11410.0,10517.95703125
2024-04-24,11440.0,11425.0,10531.7841796875
2024-04-25,11500.0,11480.0,10582.4853515625
2024-04-26,11450.0,11435.0,10541.0048828125
2024-04-29,11435.0,11420.0,10559.4951171875
2024-04-30,11440.0,11460.0,10596.4814453125
2024-05-02,11415.0,11340.0,10485.5244140625
2024-05-03,11330.0,11300.0,10448.5400390625
2024-05-07,11310.0,11345.0,10490.1494140625
2024-05-08,11350.0,11390.0,10531.755859375
2024-05-09,11430.0,11460.0,10596.4814453125
2024-05-10,11545.0,11550.0,10679.7001953125
2024-05-13,11600.0,11570.0,10698.1953125
2024-05-14,11595.0,11600.0,10725.9365234375
2024-05-16,11670.0,11540.0,10670.4541015625
2024-05-17,11520.0,11540.0,10670.4541015625
2024-05-20,11565.0,11600.0,10725.9365234375
2024-05-21,11570.0,11580.0,10707.443359375
2024-05-22,11585.0,11540.0,10670.4541015625
2024-05-23,11525.0,11515.0,10647.33984375
2024-05-24,11400.0,11400.0,10541.0068359375
2024-05-27,11400.0,11360.0,10504.0185546875
2024-05-28,11370.0,11315.0,10462.41015625
2024-05-29,11305.0,11230.0,10383.814453125
2024-05-30,11125.0,11170.0,10367.1083984375
2024-05-31,11240.0,11355.0,10538.80859375
2024-06-03,11505.0,11500.0,10673.38671875
2024-06-04,11385.0,11405.0,10585.216796875
2024-06-05,11425.0,11410.0,10589.857421875
2024-06-07,11395.0,11385.0,10566.6533203125
2024-06-10,11400.0,11380.0,10562.013671875
2024-06-11,11380.0,11360.0,10543.44921875
2024-06-12,11360.0,11340.0,10524.88671875
2024-06-13,11320.0,11300.0,10487.7626953125
2024-06-14,11300.0,11300.0,10487.7626953125
2024-06-17,11290.0,11245.0,10436.71484375
2024-06-18,11310.0,11350.0,10534.1689453125
2024-06-19,11365.0,11385.0,10566.6533203125
2024-06-20,11380.0,11400.0,10580.57421875
2024-06-21,11515.0,11500.0,10673.38671875
2024-06-24,11520.0,11525.0,10696.58984375
2024-06-25,11640.0,11655.0,10817.244140625
2024-06-26,11590.0,11585.0,10752.2724609375
2024-06-27,11525.0,11460.0,10674.9619140625
2024-06-28,11455.0,11390.0,10609.7607421875
2024-07-01,11480.0,11495.0,10707.564453125
2024-07-02,11455.0,11485.0,10698.251953125
2024-07-03,11485.0,11510.0,10721.5390625
2024-07-04,11500.0,11415.0,10633.044921875
2024-07-05,11450.0,11445.0,10660.9912109375
2024-07-08,11430.0,11370.0,10591.1279296875
2024-07-09,11400.0,11405.0,10623.7314453125
2024-07-10,11405.0,11410.0,10628.38671875
2024-07-11,11500.0,11470.0,10684.279296875
2024-07-12,11510.0,11595.0,10800.7158203125
2024-07-15,11685.0,11770.0,10963.7265625
2024-07-16,11805.0,11815.0,11005.6474609375
2024-07-17,12005.0,11970.0,11150.02734375
2024-07-18,12125.0,12205.0,11368.931640625
2024-07-19,12100.0,12125.0,11294.41015625
2024-07-22,12110.0,12040.0,11215.234375
2024-07-23,12045.0,12005.0,11182.62890625
2024-07-24,11955.0,11890.0,11075.5068359375
2024-07-25,11895.0,11950.0,11131.396484375
2024-07-26,12000.0,12065.0,11238.5205078125
2024-07-29,12215.0,12225.0,11387.55859375
2024-07-30,12100.0,12125.0,11332.4150390625
2024-07-31,12150.0,12165.0,11369.798828125
2024-08-01,12085.0,12050.0,11262.3173828125
2024-08-02,11955.0,11885.0,11108.1044921875
2024-08-05,11315.0,11560.0,10804.3486328125
2024-08-06,11510.0,11700.0,10935.1962890625
2024-08-07,11660.0,11725.0,10958.5625
2024-08-08,11600.0,11600.0,10841.734375
2024-08-09,11755.0,11670.0,10907.15625
