Date,Open,High,Low,Close
1994-06-28,118.16500091552734,120.73999786376953,117.8550033569336,120.54499816894531
1994-06-29,120.54499816894531,122.04000091552734,120.33999633789062,120.95999908447266
1994-06-30,120.95999908447266,121.66999816894531,119.04000091552734,119.46499633789062
1994-07-01,119.46499633789062,120.12999725341797,118.45999908447266,120.12999725341797
1994-07-05,120.12999725341797,120.83999633789062,119.77999877929688,119.92500305175781
1994-07-06,119.92500305175781,119.92500305175781,118.1500015258789,118.99500274658203
1994-07-07,118.99500274658203,123.46499633789062,118.99500274658203,123.46499633789062
1994-07-08,123.46499633789062,126.7249984741211,122.44000244140625,125.62999725341797
1994-07-11,125.62999725341797,126.66500091552734,124.18000030517578,125.68499755859375
1994-07-12,125.68499755859375,127.55000305175781,123.82499694824219,127.5199966430664
1994-07-13,127.5199966430664,131.3350067138672,127.5199966430664,130.50999450683594
1994-07-14,130.50999450683594,132.99000549316406,129.74000549316406,130.31500244140625
1994-07-15,130.31500244140625,130.4199981689453,124.1500015258789,124.58000183105469
1994-07-18,124.58000183105469,125.45500183105469,123.30999755859375,124.09500122070312
1994-07-19,124.09500122070312,124.09500122070312,120.98999786376953,121.13500213623047
1994-07-20,121.13500213623047,121.20999908447266,117.9000015258789,118.61000061035156
1994-07-21,118.61000061035156,118.61000061035156,115.36000061035156,118.58999633789062
1994-07-22,118.58999633789062,120.16000366210938,118.58999633789062,120.04499816894531
1994-07-25,120.04499816894531,120.45500183105469,118.50499725341797,119.08499908447266
1994-07-26,119.08499908447266,119.46499633789062,117.91500091552734,118.28500366210938
1994-07-27,118.28500366210938,118.40499877929688,116.54000091552734,116.87999725341797
1994-07-28,116.87999725341797,118.73500061035156,116.79000091552734,118.09500122070312
1994-07-29,118.09500122070312,123.22000122070312,118.09500122070312,122.45500183105469
1994-08-01,122.45500183105469,124.875,122.45500183105469,124.30000305175781
1994-08-02,124.30000305175781,125.8499984741211,124.0199966430664,124.69999694824219
1994-08-03,124.69999694824219,125.2300033569336,124.06500244140625,124.79000091552734
1994-08-04,124.79000091552734,125.06999969482422,122.94000244140625,123.41500091552734
1994-08-05,123.41500091552734,124.41999816894531,121.79000091552734,124.19499969482422
1994-08-08,124.19499969482422,124.96499633789062,123.29499816894531,124.71499633789062
1994-08-09,124.71499633789062,127.05000305175781,124.71499633789062,126.7249984741211
1994-08-10,126.7249984741211,131.80999755859375,126.7249984741211,131.22999572753906
1994-08-11,131.22999572753906,133.28500366210938,130.50999450683594,131.77999877929688
1994-08-12,131.77999877929688,132.6649932861328,131.32000732421875,131.85499572753906
1994-08-15,131.85499572753906,132.99000549316406,131.66000366210938,132.25
1994-08-16,132.25,134.52999877929688,132.0,134.1300048828125
1994-08-17,134.1300048828125,135.94500732421875,134.1300048828125,135.7550048828125
1994-08-18,135.7550048828125,137.4550018310547,134.7949981689453,135.58999633789062
1994-08-19,135.63499450683594,136.0050048828125,134.1750030517578,135.49000549316406
1994-08-22,135.49000549316406,136.46499633789062,134.75,135.94500732421875
1994-08-23,135.9250030517578,137.3350067138672,135.90499877929688,136.06500244140625
1994-08-24,136.06500244140625,136.06500244140625,134.14500427246094,134.30499267578125
1994-08-25,134.30499267578125,136.71499633789062,133.6699981689453,136.50999450683594
1994-08-26,136.50999450683594,139.1999969482422,136.47999572753906,138.2100067138672
1994-08-29,138.2100067138672,139.46499633789062,137.4550018310547,137.4550018310547
1994-08-30,137.4550018310547,139.4949951171875,136.36000061035156,138.9600067138672
1994-08-31,138.82000732421875,138.9600067138672,134.60000610351562,134.89999389648438
1994-09-01,134.89999389648438,134.89999389648438,130.46499633789062,131.16000366210938
1994-09-02,131.16000366210938,132.22000122070312,130.2949981689453,130.9499969482422
1994-09-06,130.9499969482422,131.36500549316406,129.42999267578125,130.86500549316406
1994-09-07,130.86500549316406,134.14500427246094,130.8350067138672,133.02000427246094
1994-09-08,133.02000427246094,134.88499450683594,132.89999389648438,133.86500549316406
1994-09-09,133.86500549316406,133.86500549316406,131.2899932861328,131.9250030517578
1994-09-12,131.9250030517578,131.9250030517578,130.28500366210938,130.77499389648438
1994-09-13,130.77499389648438,133.6699981689453,130.77499389648438,132.44500732421875
1994-09-14,132.44500732421875,132.92999267578125,131.75,132.49000549316406
1994-09-15,132.49000549316406,136.2550048828125,132.38499450683594,136.13999938964844
1994-09-16,136.13999938964844,136.4499969482422,134.41000366210938,136.4499969482422
1994-09-19,136.4499969482422,138.0749969482422,135.56500244140625,135.56500244140625
1994-09-20,135.56500244140625,135.56500244140625,133.06500244140625,133.125
1994-09-21,133.125,133.40499877929688,129.8000030517578,131.10000610351562
1994-09-22,131.10000610351562,131.94000244140625,130.56500244140625,131.19000244140625
1994-09-23,131.19000244140625,132.92999267578125,129.9600067138672,129.99000549316406
1994-09-26,129.99000549316406,129.99000549316406,126.73999786376953,128.05499267578125
1994-09-27,128.05499267578125,129.02999877929688,127.7300033569336,128.64500427246094
1994-09-28,128.64500427246094,130.4199981689453,128.05499267578125,128.3350067138672
1994-09-29,128.3350067138672,129.74000549316406,127.59500122070312,129.19000244140625
1994-09-30,129.19000244140625,130.0050048828125,128.5,128.76499938964844
1994-10-03,128.76499938964844,129.3249969482422,125.42500305175781,125.55500030517578
1994-10-04,125.55500030517578,125.70500183105469,119.75,119.87999725341797
1994-10-05,119.87999725341797,121.0199966430664,117.44000244140625,120.63500213623047
1994-10-06,120.63500213623047,121.91999816894531,120.17500305175781,120.17500305175781
1994-10-07,120.17500305175781,123.23500061035156,120.17500305175781,122.72000122070312
1994-10-10,122.72000122070312,126.73999786376953,122.72000122070312,126.26499938964844
1994-10-11,126.26499938964844,130.19500732421875,126.26499938964844,128.1999969482422
1994-10-12,128.1999969482422,128.25999450683594,126.04499816894531,127.06500244140625
1994-10-13,127.06500244140625,129.5449981689453,125.83499908447266,126.12000274658203
1994-10-14,126.12000274658203,126.4000015258789,124.03500366210938,125.94000244140625
1994-10-17,125.94000244140625,127.74500274658203,125.77999877929688,126.26499938964844
1994-10-18,126.26499938964844,127.625,126.26499938964844,126.91500091552734
1994-10-19,126.91500091552734,130.4199981689453,126.30999755859375,130.2100067138672
1994-10-20,130.2100067138672,131.9550018310547,129.81500244140625,130.9199981689453
1994-10-21,130.9199981689453,132.10499572753906,129.94500732421875,131.89500427246094
1994-10-24,131.89500427246094,133.2550048828125,131.66000366210938,131.7949981689453
1994-10-25,131.7949981689453,132.17999267578125,130.2100067138672,131.3350067138672
1994-10-26,131.3350067138672,135.33999633789062,131.3350067138672,135.33999633789062
1994-10-27,135.33999633789062,138.38499450683594,135.30999755859375,137.7949981689453
1994-10-28,137.7949981689453,141.77000427246094,137.25,141.3249969482422
1994-10-31,141.3249969482422,142.77499389648438,140.22000122070312,141.77000427246094
1994-11-01,141.77000427246094,141.77000427246094,140.49000549316406,141.63499450683594
1994-11-02,141.63499450683594,145.64500427246094,141.5050048828125,143.30499267578125
1994-11-03,143.30499267578125,144.39999389648438,141.47500610351562,142.1999969482422
1994-11-04,142.1999969482422,142.5399932861328,139.65499877929688,139.65499877929688
1994-11-07,139.65499877929688,139.85000610351562,138.02999877929688,138.19500732421875
1994-11-08,138.19500732421875,142.09500122070312,138.19500732421875,141.5500030517578
1994-11-09,141.5500030517578,143.8249969482422,140.52999877929688,142.13999938964844
1994-11-10,142.13999938964844,142.13999938964844,139.4199981689453,140.11500549316406
1994-11-11,140.11500549316406,140.58999633789062,139.09500122070312,139.57000732421875
1994-11-14,139.57000732421875,143.30499267578125,139.57000732421875,143.10000610351562
1994-11-15,143.10000610351562,145.0800018310547,142.3300018310547,143.00999450683594
1994-11-16,143.00999450683594,143.83999633789062,142.15499877929688,142.80499267578125
1994-11-17,142.80499267578125,143.16000366210938,141.4600067138672,142.75999450683594
1994-11-18,142.75999450683594,143.3800048828125,141.63499450683594,143.27000427246094
1994-11-21,143.27000427246094,145.8800048828125,142.3000030517578,142.36000061035156
1994-11-22,142.36000061035156,142.36000061035156,136.9199981689453,137.02499389648438
1994-11-23,137.02499389648438,137.30499267578125,134.05499267578125,137.1750030517578
1994-11-25,137.1750030517578,139.40499877929688,137.00999450683594,139.22000122070312
1994-11-28,139.22000122070312,140.5749969482422,138.5050048828125,139.34500122070312
1994-11-29,139.34500122070312,141.8249969482422,139.0500030517578,141.6649932861328
1994-11-30,141.6649932861328,142.3000030517578,138.3699951171875,138.3699951171875
1994-12-01,138.3699951171875,139.40499877929688,135.01499938964844,135.86000061035156
1994-12-02,135.86000061035156,137.72000122070312,135.23500061035156,137.66000366210938
1994-12-05,137.66000366210938,140.94000244140625,137.66000366210938,140.88499450683594
1994-12-06,140.88499450683594,142.4499969482422,139.2449951171875,139.82000732421875
1994-12-07,139.82000732421875,140.48500061035156,138.30999755859375,138.5050048828125
1994-12-08,138.5050048828125,139.1999969482422,131.6300048828125,131.80999755859375
1994-12-09,131.80999755859375,134.41000366210938,130.2100067138672,134.2899932861328
1994-12-12,134.2899932861328,135.2949981689453,130.50999450683594,133.59500122070312
1994-12-13,133.59500122070312,134.52999877929688,132.99000549316406,133.11000061035156
1994-12-14,133.11000061035156,135.55999755859375,133.0850067138672,135.30999755859375
1994-12-15,135.30999755859375,136.9949951171875,135.23500061035156,135.67999267578125
1994-12-16,135.67999267578125,135.86000061035156,134.05499267578125,134.14500427246094
1994-12-19,134.14500427246094,134.14500427246094,132.08999633789062,132.1199951171875
1994-12-20,132.1199951171875,134.7949981689453,132.1199951171875,134.6750030517578
1994-12-21,134.6750030517578,136.56500244140625,134.6750030517578,136.31500244140625
1994-12-22,136.31500244140625,137.1300048828125,135.05999755859375,135.33999633789062
1994-12-23,135.33999633789062,137.2899932861328,135.33999633789062,136.7899932861328
1994-12-27,136.7899932861328,140.60000610351562,136.7449951171875,140.4949951171875
1994-12-28,140.4949951171875,141.0749969482422,139.34500122070312,139.91000366210938
1994-12-29,139.91000366210938,141.99000549316406,139.91000366210938,141.6199951171875
1994-12-30,141.6199951171875,141.86000061035156,139.22999572753906,140.0850067138672
1995-01-03,140.11500549316406,140.11500549316406,136.40499877929688,136.75999450683594
1995-01-04,136.75999450683594,137.72000122070312,134.02499389648438,136.52499389648438
1995-01-05,133.9600067138672,138.1750030517578,133.86500549316406,136.86500549316406
1995-01-06,136.86500549316406,138.27999877929688,136.4149932861328,137.72500610351562
1995-01-09,137.72500610351562,140.0449981689453,137.72500610351562,139.82000732421875
1995-01-10,139.82000732421875,144.9600067138672,139.82000732421875,144.39999389648438
1995-01-11,144.39999389648438,146.27000427246094,142.9250030517578,143.8249969482422
1995-01-12,143.8249969482422,146.4199981689453,143.46499633789062,146.05999755859375
1995-01-13,146.05999755859375,147.3249969482422,146.01499938964844,146.34500122070312
1995-01-16,146.34500122070312,148.0749969482422,146.05999755859375,147.47500610351562
1995-01-17,147.47500610351562,149.14500427246094,147.11500549316406,148.36500549316406
1995-01-18,148.36500549316406,150.5050048828125,147.98500061035156,149.0399932861328
1995-01-19,149.0399932861328,149.19000244140625,147.7899932861328,148.2449951171875
1995-01-20,148.2449951171875,148.2449951171875,145.55999755859375,145.96499633789062
1995-01-23,145.96499633789062,145.96499633789062,142.7550048828125,144.82000732421875
1995-01-24,144.82000732421875,147.0500030517578,144.4149932861328,146.8699951171875
1995-01-25,146.8699951171875,146.8699951171875,143.10499572753906,143.7949981689453
1995-01-26,143.7949981689453,144.26499938964844,140.96499633789062,141.35499572753906
1995-01-27,141.35499572753906,144.27999877929688,140.875,143.8249969482422
1995-01-30,143.8249969482422,144.00999450683594,139.06500244140625,139.7899932861328
1995-01-31,139.7899932861328,141.4149932861328,138.7949981689453,139.51499938964844
1995-02-01,139.51499938964844,142.86500549316406,139.51499938964844,142.06500244140625
1995-02-02,142.06500244140625,144.27999877929688,141.8699951171875,144.14500427246094
1995-02-03,144.14500427246094,147.75999450683594,144.14500427246094,145.9949951171875
1995-02-06,145.9949951171875,148.88999938964844,145.9949951171875,148.0449981689453
1995-02-07,148.0449981689453,148.41000366210938,146.22500610351562,147.2949981689453
1995-02-08,147.2949981689453,150.06500244140625,147.2949981689453,149.9149932861328
1995-02-09,149.9149932861328,153.59500122070312,149.7949981689453,153.0050048828125
1995-02-10,153.0050048828125,156.1999969482422,153.0050048828125,155.73500061035156
1995-02-13,155.73500061035156,156.82000732421875,154.8000030517578,155.59500122070312
1995-02-14,155.59500122070312,158.9600067138672,155.5800018310547,158.9600067138672
1995-02-15,158.9600067138672,160.64500427246094,158.625,159.58999633789062
1995-02-16,159.58999633789062,161.6999969482422,158.71499633789062,161.6999969482422
1995-02-17,161.6999969482422,161.6999969482422,156.41000366210938,156.7899932861328
1995-02-21,156.7899932861328,158.10000610351562,155.5800018310547,157.875
1995-02-22,157.80999755859375,159.86000061035156,157.66000366210938,158.97000122070312
1995-02-23,158.97000122070312,161.625,158.61000061035156,158.94000244140625
1995-02-24,158.94000244140625,159.21499633789062,157.2100067138672,158.82000732421875
1995-02-27,158.82000732421875,160.55499267578125,157.3300018310547,157.83999633789062
1995-02-28,157.83999633789062,162.1649932861328,157.83999633789062,162.1649932861328
1995-03-01,162.1649932861328,165.17999267578125,161.8800048828125,164.11000061035156
1995-03-02,164.11000061035156,164.9250030517578,162.32000732421875,164.48500061035156
1995-03-03,164.48500061035156,168.9499969482422,163.92999267578125,168.875
1995-03-06,168.875,171.72000122070312,165.97999572753906,170.5449981689453
1995-03-07,170.5449981689453,171.05999755859375,166.6750030517578,168.52499389648438
1995-03-08,168.52499389648438,169.38499450683594,166.55999755859375,167.72999572753906
1995-03-09,167.72999572753906,170.35000610351562,166.1750030517578,168.36000061035156
1995-03-10,168.3300018310547,170.35000610351562,167.85000610351562,168.81500244140625
1995-03-13,168.81500244140625,172.6699981689453,168.81500244140625,172.07000732421875
1995-03-14,172.07000732421875,175.03500366210938,172.07000732421875,174.52499389648438
1995-03-15,174.52499389648438,174.52499389648438,172.40499877929688,173.63499450683594
1995-03-16,173.63499450683594,173.69500732421875,171.4949951171875,172.4149932861328
1995-03-17,172.4149932861328,172.6999969482422,170.89500427246094,171.58999633789062
1995-03-20,171.58999633789062,174.9600067138672,171.34500122070312,174.88499450683594
1995-03-21,174.88499450683594,178.0050048828125,174.22500610351562,174.89999389648438
1995-03-22,174.89999389648438,175.2550048828125,173.55999755859375,174.31500244140625
1995-03-23,174.31500244140625,178.94000244140625,174.2100067138672,178.8350067138672
1995-03-24,178.8350067138672,183.375,178.8350067138672,181.7449951171875
1995-03-27,181.98500061035156,185.1199951171875,181.86500549316406,185.08999633789062
1995-03-28,185.43499755859375,186.8800048828125,184.4250030517578,185.6750030517578
1995-03-29,185.57000732421875,185.88499450683594,177.66000366210938,180.6300048828125
1995-03-30,181.0500030517578,181.11000061035156,173.5449981689453,175.5050048828125
1995-03-31,173.63499450683594,176.52999877929688,171.69000244140625,174.43499755859375
1995-04-03,174.375,177.1300048828125,172.97000122070312,177.1300048828125
1995-04-04,177.40499877929688,178.6699981689453,172.25,172.63999938964844
1995-04-05,171.88499450683594,175.11000061035156,169.65499877929688,174.4199981689453
1995-04-06,175.23500061035156,176.875,173.6649932861328,173.9949951171875
1995-04-07,174.36000061035156,177.88499450683594,173.8000030517578,177.76499938964844
1995-04-10,177.92999267578125,181.30499267578125,177.85499572753906,180.83999633789062
1995-04-11,182.31500244140625,183.5800018310547,179.36000061035156,181.0800018310547
1995-04-12,181.52999877929688,183.49000549316406,180.2050018310547,183.07000732421875
1995-04-13,183.5800018310547,187.93499755859375,183.5800018310547,187.74000549316406
1995-04-17,188.40499877929688,189.15499877929688,180.99000549316406,181.6699981689453
1995-04-18,183.25,184.36500549316406,179.8000030517578,181.47000122070312
1995-04-19,181.52999877929688,181.52999877929688,175.33999633789062,178.42999267578125
1995-04-20,179.14999389648438,179.8000030517578,176.3350067138672,178.8000030517578
1995-04-21,178.8800048828125,181.0500030517578,177.43499755859375,179.81500244140625
1995-04-24,179.5749969482422,188.5850067138672,179.2550048828125,188.28500366210938
1995-04-25,188.4949951171875,191.88499450683594,188.43499755859375,191.6300048828125
1995-04-26,190.51499938964844,196.3300018310547,190.35000610351562,196.0749969482422
1995-04-27,196.2550048828125,198.2899932861328,195.60499572753906,196.3000030517578
1995-04-28,196.7550048828125,197.80999755859375,194.49000549316406,197.25
1995-05-01,197.80999755859375,199.1649932861328,194.94500732421875,195.06500244140625
1995-05-02,194.52000427246094,195.32000732421875,192.71499633789062,194.66000366210938
1995-05-03,194.8249969482422,199.76499938964844,194.44500732421875,199.73500061035156
1995-05-04,200.5500030517578,207.0,200.49000549316406,202.24000549316406
1995-05-05,203.26499938964844,203.86500549316406,200.8800048828125,201.60499572753906
1995-05-08,201.0,206.5500030517578,200.30999755859375,204.32000732421875
1995-05-09,204.7100067138672,206.2449951171875,200.01499938964844,203.71499633789062
1995-05-10,204.86000061035156,205.66000366210938,201.21499633789062,202.28500366210938
1995-05-11,201.4250030517578,206.39500427246094,200.42999267578125,205.89999389648438
1995-05-12,205.7949981689453,211.5500030517578,205.5850067138672,208.35499572753906
1995-05-15,208.80999755859375,210.80499267578125,208.02499389648438,210.60000610351562
1995-05-16,210.31500244140625,213.77999877929688,209.5,213.24000549316406
1995-05-17,215.7100067138672,221.67999267578125,215.64999389648438,220.16000366210938
1995-05-18,220.8350067138672,228.19000244140625,220.25999450683594,220.41000366210938
1995-05-19,219.1750030517578,221.1649932861328,218.13499450683594,220.56500244140625
1995-05-22,221.31500244140625,225.8800048828125,221.31500244140625,225.59500122070312
1995-05-23,227.0850067138672,232.75,227.05499267578125,232.71499633789062
1995-05-24,234.2449951171875,235.63999938964844,225.5500030517578,226.80499267578125
1995-05-25,226.6750030517578,227.92999267578125,222.99000549316406,227.0399932861328
1995-05-26,226.48500061035156,226.48500061035156,220.32000732421875,222.06500244140625
1995-05-30,222.47999572753906,223.30499267578125,210.875,211.0050048828125
1995-05-31,211.47999572753906,214.4499969482422,206.85499572753906,214.07000732421875
1995-06-01,214.43499755859375,220.80999755859375,214.43499755859375,219.44500732421875
1995-06-02,218.19000244140625,226.07000732421875,216.97999572753906,223.84500122070312
1995-06-05,224.6750030517578,227.67999267578125,223.3699951171875,223.75
1995-06-06,223.625,225.56500244140625,218.6649932861328,218.98500061035156
1995-06-07,218.75999450683594,221.01499938964844,217.125,220.39500427246094
1995-06-08,220.63499450683594,224.4499969482422,220.60499572753906,224.4199981689453
1995-06-09,224.51499938964844,226.86500549316406,222.10000610351562,225.625
1995-06-12,226.48500061035156,227.97999572753906,223.14500427246094,223.8000030517578
1995-06-13,225.69000244140625,227.56500244140625,223.63999938964844,224.73500061035156
1995-06-14,224.0050048828125,229.93499755859375,223.11500549316406,229.22000122070312
1995-06-15,229.57000732421875,234.8000030517578,229.57000732421875,233.76499938964844
1995-06-16,234.11500549316406,236.1649932861328,233.17999267578125,235.10000610351562
1995-06-19,235.4550018310547,246.5850067138672,235.4250030517578,244.3800048828125
1995-06-20,245.6699981689453,250.4499969482422,245.6699981689453,250.11000061035156
1995-06-21,251.05999755859375,252.69000244140625,243.16000366210938,243.60499572753906
1995-06-22,244.05999755859375,251.92999267578125,244.02499389648438,250.3350067138672
1995-06-23,249.875,252.875,248.80999755859375,251.6300048828125
1995-06-26,251.19000244140625,252.64500427246094,243.74000549316406,245.6199951171875
1995-06-27,244.92999267578125,246.39999389648438,240.72500610351562,240.7949981689453
1995-06-28,240.22999572753906,241.36500549316406,234.36000061035156,238.1699981689453
1995-06-29,238.55999755859375,245.56500244140625,238.52499389648438,243.89999389648438
1995-06-30,244.48500061035156,246.77499389648438,242.625,244.0050048828125
1995-07-03,243.99000549316406,244.27000427246094,242.72999572753906,243.75999450683594
1995-07-05,244.1300048828125,247.42999267578125,243.35000610351562,244.80499267578125
1995-07-06,245.40499877929688,252.55499267578125,244.83999633789062,252.55499267578125
1995-07-07,252.2550048828125,263.25,252.17999267578125,263.2099914550781
1995-07-10,263.67498779296875,266.8999938964844,261.1549987792969,264.4949951171875
1995-07-11,263.3550109863281,263.3900146484375,259.5050048828125,260.54998779296875
1995-07-12,263.25,277.3450012207031,263.25,276.7950134277344
1995-07-13,276.760009765625,283.9599914550781,274.3500061035156,278.6400146484375
1995-07-14,275.5199890136719,280.7349853515625,272.2049865722656,280.05999755859375
1995-07-17,281.4800109863281,285.7550048828125,281.4800109863281,282.4549865722656
1995-07-18,283.42999267578125,283.6400146484375,273.2699890136719,275.69500732421875
1995-07-19,267.1499938964844,267.1499938964844,246.34500122070312,262.5400085449219
1995-07-20,263.7449951171875,264.70001220703125,259.6499938964844,262.3800048828125
1995-07-21,262.18499755859375,266.07000732421875,261.760009765625,263.4800109863281
1995-07-24,263.6400146484375,276.4100036621094,263.6400146484375,276.1199951171875
1995-07-25,278.5299987792969,285.55999755859375,278.5299987792969,283.25
1995-07-26,284.739990234375,288.42999267578125,283.3599853515625,284.1400146484375
1995-07-27,285.30999755859375,290.3800048828125,285.30999755859375,287.3999938964844
1995-07-28,287.010009765625,287.989990234375,282.80999755859375,283.94000244140625
1995-07-31,284.3900146484375,284.7099914550781,277.2200012207031,282.1499938964844
1995-08-01,282.3299865722656,282.3299865722656,271.1199951171875,273.5199890136719
1995-08-02,275.55999755859375,278.2699890136719,262.3299865722656,262.3599853515625
1995-08-03,259.05999755859375,263.7300109863281,254.80999755859375,261.9700012207031
1995-08-04,262.1099853515625,267.1499938964844,262.0400085449219,265.0199890136719
1995-08-07,265.94000244140625,268.8500061035156,264.3800048828125,265.45001220703125
1995-08-08,266.760009765625,268.0,265.3800048828125,267.6099853515625
1995-08-09,269.9100036621094,272.260009765625,269.4200134277344,271.54998779296875
1995-08-10,272.82000732421875,273.9100036621094,266.54998779296875,268.3599853515625
1995-08-11,271.3500061035156,273.94000244140625,270.75,273.94000244140625
1995-08-14,273.8900146484375,282.07000732421875,273.17999267578125,282.04998779296875
1995-08-15,283.9599914550781,286.1300048828125,279.9200134277344,286.07000732421875
1995-08-16,292.760009765625,299.7799987792969,292.54998779296875,299.7799987792969
1995-08-17,299.6700134277344,301.79998779296875,295.45001220703125,296.3800048828125
1995-08-18,297.54998779296875,298.3299865722656,292.5799865722656,293.7900085449219
1995-08-21,294.30999755859375,294.7699890136719,275.1000061035156,275.3699951171875
1995-08-22,276.8699951171875,284.44000244140625,276.45001220703125,284.0899963378906
1995-08-23,285.3599853515625,289.92999267578125,284.489990234375,287.1199951171875
1995-08-24,287.5899963378906,288.4700012207031,280.6700134277344,282.67999267578125
1995-08-25,282.6300048828125,283.32000732421875,277.4599914550781,277.55999755859375
1995-08-28,277.9800109863281,278.0199890136719,268.7200012207031,269.1099853515625
1995-08-29,268.7200012207031,269.8800048828125,255.6199951171875,269.4100036621094
1995-08-30,271.3800048828125,274.7699890136719,267.54998779296875,270.44000244140625
1995-08-31,271.1199951171875,276.9200134277344,270.1600036621094,275.6300048828125
1995-09-01,275.19000244140625,278.260009765625,272.5799865722656,274.010009765625
1995-09-05,275.0899963378906,289.0899963378906,275.0899963378906,288.8299865722656
1995-09-06,290.92999267578125,296.4100036621094,290.8599853515625,293.5400085449219
1995-09-07,295.510009765625,300.3999938964844,291.5799865722656,292.70001220703125
1995-09-08,293.4599914550781,297.6300048828125,288.42999267578125,297.3900146484375
1995-09-11,297.8299865722656,303.69000244140625,297.6700134277344,301.6499938964844
1995-09-12,302.92999267578125,303.8500061035156,296.19000244140625,296.57000732421875
1995-09-13,296.3900146484375,299.260009765625,290.80999755859375,295.1499938964844
1995-09-14,294.1400146484375,294.3800048828125,284.7799987792969,285.1000061035156
1995-09-15,283.9599914550781,284.1499938964844,274.8299865722656,277.8399963378906
1995-09-18,277.9700012207031,284.5799865722656,274.5400085449219,284.4200134277344
1995-09-19,284.5,293.5899963378906,284.3399963378906,291.5899963378906
1995-09-20,293.54998779296875,295.9100036621094,289.8500061035156,290.1400146484375
1995-09-21,288.6400146484375,289.5899963378906,282.3299865722656,283.7200012207031
1995-09-22,281.7300109863281,283.8800048828125,279.1099853515625,280.6199951171875
1995-09-25,280.8699951171875,281.0299987792969,272.70001220703125,274.3800048828125
1995-09-26,275.6600036621094,279.6700134277344,269.6199951171875,270.3699951171875
1995-09-27,268.1000061035156,272.30999755859375,256.6499938964844,272.30999755859375
1995-09-28,273.04998779296875,284.25,273.04998779296875,284.010009765625
1995-09-29,285.0,286.07000732421875,274.9100036621094,275.0799865722656
1995-10-02,275.0799865722656,278.510009765625,268.5899963378906,270.489990234375
1995-10-03,270.8599853515625,271.1499938964844,263.3800048828125,266.5899963378906
1995-10-04,262.1400146484375,262.1400146484375,248.8000030517578,248.86000061035156
1995-10-05,248.4199981689453,257.6000061035156,247.72000122070312,256.3999938964844
1995-10-06,259.8699951171875,262.0400085449219,251.47999572753906,251.64999389648438
1995-10-09,248.6300048828125,249.0399932861328,236.75,237.50999450683594
