Date,Open,Close,Volume,Raw
2021-12-15,9955.0,9929.669921875,312500.0,9930.0
2021-12-16,9970.0,9989.66796875,238255.0,9990.0
2021-12-17,10050.0,10059.6650390625,248608.0,10060.0
2021-12-20,10030.0,10109.6640625,279625.0,10110.0
2021-12-21,10045.0,10059.6650390625,236813.0,10060.0
2021-12-22,10055.0,10029.666015625,215891.0,10030.0
2021-12-23,10030.0,10069.6650390625,249101.0,10070.0
2021-12-24,10070.0,10114.6640625,309228.0,10115.0
2021-12-27,10120.0,10129.6630859375,319361.0,10130.0
2021-12-28,10120.0,10144.662109375,304831.0,10145.0
2021-12-29,10110.0,10109.6640625,355450.0,10110.0
2021-12-30,10110.0,10094.6640625,292254.0,10095.0
2022-01-04,10145.0,10164.662109375,311357.0,10165.0
2022-01-05,10200.0,10269.658203125,331726.0,10270.0
2022-01-06,10220.0,10189.6611328125,251239.0,10190.0
2022-01-07,10140.0,10154.662109375,317641.0,10155.0
2022-01-10,10155.0,10149.662109375,324760.0,10150.0
2022-01-11,10185.0,10179.6611328125,333431.0,10180.0
2022-01-12,10180.0,10204.66015625,310444.0,10205.0
2022-01-13,10230.0,10229.66015625,338863.0,10230.0
2022-01-14,10200.0,10224.66015625,329761.0,10225.0
2022-01-17,10055.0,10204.66015625,296521.0,10205.0
2022-01-18,10200.0,10179.6611328125,313335.0,10180.0
2022-01-19,10180.0,10124.6630859375,304850.0,10125.0
2022-01-20,10265.0,10299.6572265625,335138.0,10300.0
2022-01-21,10300.0,10324.65625,289644.0,10325.0
2022-01-24,10275.0,10314.6572265625,67655.0,10315.0
2022-01-25,10365.0,10374.6552734375,327034.0,10375.0
2022-01-26,10375.0,10389.654296875,374046.0,10390.0
2022-01-27,10295.0,10244.6591796875,330246.0,10245.0
2022-01-28,10220.0,10234.6591796875,328920.0,10235.0
2022-02-03,10235.0,10264.658203125,42573.0,10265.0
2022-02-04,10260.0,10214.66015625,22249.0,10215.0
2022-02-07,10230.0,10239.6591796875,27134.0,10240.0
2022-02-08,10320.0,10269.658203125,33593.0,10270.0
2022-02-09,10270.0,10284.658203125,9821.0,10285.0
2022-02-10,10325.0,10334.65625,16853.0,10335.0
2022-02-11,10305.0,10299.6572265625,24312.0,10300.0
2022-02-15,10545.0,10564.6484375,67291.0,10565.0
2022-02-16,10415.0,10324.65625,34513.0,10325.0
2022-02-17,10390.0,10464.65234375,69076.0,10465.0
2022-02-18,10530.0,10569.6484375,73988.0,10570.0
2022-02-21,10570.0,10569.6484375,52907.0,10570.0
2022-02-22,10575.0,10644.6455078125,81922.0,10645.0
2022-02-23,10640.0,10564.6484375,33008.0,10565.0
2022-02-24,10595.0,10839.6396484375,120201.0,10840.0
2022-02-25,10810.0,10649.6455078125,174831.0,10650.0
2022-02-28,10690.0,10674.64453125,73516.0,10675.0
2022-03-02,10925.0,10809.640625,234103.0,10810.0
2022-03-03,10810.0,10749.642578125,244029.0,10750.0
2022-03-04,10790.0,10904.6376953125,233034.0,10905.0
2022-03-07,10930.0,11209.626953125,235977.0,11210.0
2022-03-08,11225.0,11399.62109375,294167.0,11400.0
2022-03-10,11395.0,11099.630859375,232964.0,11100.0
2022-03-11,11125.0,11239.6259765625,309608.0,11240.0
2022-03-14,11285.0,11324.623046875,248761.0,11325.0
2022-03-15,11170.0,11114.6298828125,295267.0,11115.0
2022-03-16,11015.0,10909.63671875,346378.0,10910.0
2022-03-17,10910.0,10924.63671875,321360.0,10925.0
2022-03-18,10930.0,10939.6357421875,444936.0,10940.0
2022-03-21,10930.0,10919.63671875,284786.0,10920.0
2022-03-22,10930.0,10989.634765625,214330.0,10990.0
2022-03-23,10975.0,10869.638671875,204467.0,10870.0
2022-03-24,10875.0,10969.634765625,233951.0,10970.0
2022-03-25,11025.0,11074.6318359375,170779.0,11075.0
2022-03-28,11070.0,11029.6328125,299681.0,11030.0
2022-03-29,11030.0,10949.6357421875,247171.0,10950.0
2022-03-30,10900.0,10884.6376953125,287591.0,10885.0
2022-03-31,10900.0,10909.63671875,275424.0,10910.0
2022-04-01,10960.0,10979.634765625,139840.0,10980.0
2022-04-04,10985.0,10904.6376953125,111506.0,10905.0
2022-04-05,10950.0,10919.63671875,104820.0,10920.0
2022-04-06,10915.0,10919.63671875,117372.0,10920.0
2022-04-07,10920.0,10934.63671875,110436.0,10935.0
