Date,Open,Close,Volume,Raw
2010-10-01,9980.0,9945.642578125,53631.0,9995.0
2010-10-04,10055.0,10015.296875,67972.0,10065.0
2010-10-05,10040.0,10015.296875,13891.0,10065.0
2010-10-06,10225.0,10234.2099609375,12205.0,10285.0
2010-10-07,10270.0,10283.962890625,17231.0,10335.0
2010-10-08,10190.0,10119.7783203125,24222.0,10170.0
2010-10-11,10345.0,10283.962890625,6554.0,10335.0
2010-10-12,10335.0,10224.259765625,26030.0,10275.0
2010-10-13,10310.0,10293.9140625,6499.0,10345.0
2010-10-14,10485.0,10473.025390625,40903.0,10525.0
2010-10-15,10535.0,10468.0498046875,24024.0,10520.0
2010-10-18,10425.0,10333.716796875,32736.0,10385.0
2010-10-19,10435.0,10358.5927734375,19912.0,10410.0
2010-10-20,10175.0,10164.5556640625,21030.0,10215.0
2010-10-21,10275.0,10184.45703125,13010.0,10235.0
2010-10-22,10115.0,10079.9755859375,13049.0,10130.0
2010-10-25,10175.0,10179.4814453125,8379.0,10230.0
2010-10-26,10225.0,10159.580078125,14573.0,10210.0
2010-10-27,10220.0,10114.802734375,14993.0,10165.0
2010-10-28,10110.0,10065.0498046875,17420.0,10115.0
2010-10-29,10235.0,10189.4326171875,7387.0,10240.0
2010-11-01,10385.0,10338.69140625,7727.0,10390.0
2010-11-02,10400.0,10288.9384765625,7193.0,10340.0
2010-11-03,10355.0,10283.962890625,11511.0,10335.0
2010-11-04,10295.0,10283.962890625,20230.0,10335.0
2010-11-05,10585.0,10557.60546875,19098.0,10610.0
2010-11-08,10640.0,10567.5556640625,121471.0,10620.0
2010-11-09,10710.0,10716.8154296875,11405.0,10770.0
2010-11-10,10660.0,10627.259765625,30519.0,10680.0
2010-11-11,10675.0,10667.0625,6616.0,10720.0
2010-11-12,10730.0,10512.8271484375,72605.0,10565.0
2010-11-15,10440.0,10368.5439453125,18484.0,10420.0
2010-11-16,10355.0,10328.7412109375,5620.0,10380.0
2010-11-17,10190.0,10124.7529296875,24859.0,10175.0
2010-11-18,10240.0,10269.037109375,24688.0,10320.0
2010-11-19,10365.0,10269.037109375,7264.0,10320.0
2010-11-22,10360.0,10333.716796875,6245.0,10385.0
2010-11-23,10380.0,10293.9140625,4377.0,10345.0
2010-11-24,10465.0,10438.1982421875,16223.0,10490.0
2010-11-25,10460.0,10398.3955078125,3514.0,10450.0
2010-11-26,10430.0,10368.5439453125,9304.0,10420.0
2010-11-29,10300.0,10269.037109375,4520.0,10320.0
2010-11-30,10395.0,10348.642578125,2998.0,10400.0
2010-12-01,10470.0,10542.6796875,22822.0,10595.0
2010-12-02,10565.0,10532.728515625,9232.0,10585.0
2010-12-03,10575.0,10537.7041015625,4839.0,10590.0
2010-12-06,10730.0,10696.9140625,10087.0,10750.0
2010-12-07,10840.0,10766.568359375,13832.0,10820.0
2010-12-08,10675.0,10547.654296875,17562.0,10600.0
2010-12-09,10535.0,10507.8525390625,13999.0,10560.0
2010-12-10,10545.0,10542.6796875,5896.0,10595.0
2010-12-13,10535.0,10517.802734375,8363.0,10570.0
2010-12-14,10620.0,10627.259765625,79624.0,10680.0
2010-12-15,10645.0,10562.580078125,17109.0,10615.0
2010-12-16,10565.0,10468.0498046875,33211.0,10520.0
2010-12-17,10440.0,10423.271484375,23143.0,10475.0
2010-12-20,10510.0,10497.9013671875,78270.0,10550.0
2010-12-21,10550.0,10487.951171875,5907.0,10540.0
2010-12-22,10575.0,10527.7529296875,11751.0,10580.0
2010-12-23,10565.0,10517.802734375,5267.0,10570.0
2010-12-24,10520.0,10478.0,12574.0,10530.0
2010-12-27,10420.0,10448.1484375,3739.0,10500.0
2010-12-28,10540.0,10537.7041015625,11530.0,10590.0
2010-12-29,10720.0,10667.0625,66582.0,10720.0
2010-12-30,10760.0,10726.765625,5409.0,10780.0
2011-01-03,10830.0,10801.3955078125,10178.0,10855.0
2011-01-04,10785.0,10751.642578125,30921.0,10805.0
2011-01-05,10540.0,10482.9755859375,39816.0,10535.0
2011-01-06,10495.0,10443.1728515625,30463.0,10495.0
2011-01-07,10450.0,10353.6171875,20104.0,10405.0
2011-01-10,10445.0,10413.3212890625,15969.0,10465.0
2011-01-11,10480.0,10433.22265625,15852.0,10485.0
2011-01-12,10525.0,10492.92578125,16845.0,10545.0
2011-01-13,10550.0,10478.0,12202.0,10530.0
2011-01-14,10480.0,10438.1982421875,23263.0,10490.0
2011-01-17,10380.0,10298.8896484375,39407.0,10350.0
2011-01-18,10170.0,10124.7529296875,43995.0,10175.0
2011-01-19,10395.0,10388.4443359375,14649.0,10440.0
2011-01-20,10430.0,10373.5185546875,8308.0,10425.0
2011-01-21,10280.0,10184.45703125,14582.0,10235.0
2011-01-24,10145.0,10224.259765625,7766.0,10275.0
2011-01-25,10190.0,10089.92578125,28599.0,10140.0
2011-01-26,10120.0,10089.92578125,4238.0,10140.0
2011-01-27,10230.0,10194.4072265625,5689.0,10245.0
2011-01-28,10025.0,9930.716796875,40212.0,9980.0
2011-01-31,10210.0,10109.8271484375,13669.0,10160.0
2011-02-01,10150.0,10119.7783203125,11389.0,10170.0
2011-02-07,10220.0,10219.2841796875,30513.0,10270.0
2011-02-08,10290.0,10219.2841796875,3285.0,10270.0
2011-02-09,10350.0,10318.7900390625,8411.0,10370.0
2011-02-10,10370.0,10308.83984375,10170.0,10360.0
2011-02-11,10355.0,10308.83984375,8776.0,10360.0
2011-02-14,10330.0,10303.8642578125,6900.0,10355.0
2011-02-15,10380.0,10343.6669921875,4860.0,10395.0
2011-02-16,10420.0,10388.4443359375,19418.0,10440.0
2011-02-17,10445.0,10418.296875,6436.0,10470.0
2011-02-18,10520.0,10473.025390625,21553.0,10525.0
2011-02-21,10565.0,10532.728515625,15290.0,10585.0
2011-02-22,10680.0,10607.3583984375,30896.0,10660.0
2011-02-23,10665.0,10597.4072265625,21964.0,10650.0
2011-02-24,10735.0,10681.98828125,17219.0,10735.0
2011-02-25,10650.0,10627.259765625,8702.0,10680.0
2011-02-28,10650.0,10711.83984375,26806.0,10765.0
2011-03-02,10890.0,10851.1484375,23026.0,10905.0
2011-03-03,10930.0,10851.1484375,30064.0,10905.0
2011-03-04,10760.0,10736.716796875,26592.0,10790.0
2011-03-07,10910.0,10905.876953125,19078.0,10960.0
2011-03-08,10925.0,10846.1728515625,14550.0,10900.0
2011-03-09,10890.0,10806.37109375,22209.0,10860.0
2011-03-10,10905.0,10831.2470703125,18148.0,10885.0
2011-03-11,10770.0,10731.7412109375,18646.0,10785.0
