Date,Open,Close,AdjClose
1996-12-11,705.989990234375,704.6799926757812,704.6799926757812
1996-12-12,705.1099853515625,689.3800048828125,689.3800048828125
1996-12-13,690.4400024414062,689.0700073242188,689.0700073242188
1996-12-16,686.969970703125,673.9199829101562,673.9199829101562
1996-12-17,675.3499755859375,663.3499755859375,663.3499755859375
1996-12-18,662.0700073242188,661.3900146484375,661.3900146484375
1996-12-19,668.1300048828125,690.969970703125,690.969970703125
1996-12-20,695.3300170898438,700.8699951171875,700.8699951171875
1996-12-23,691.97998046875,684.8099975585938,684.8099975585938
1996-12-24,683.1099853515625,677.760009765625,677.760009765625
1996-12-26,676.2100219726562,659.010009765625,659.010009765625
1996-12-27,654.8200073242188,651.219970703125,651.219970703125
1997-01-03,647.6699829101562,653.7899780273438,653.7899780273438
1997-01-06,637.97998046875,626.8699951171875,626.8699951171875
1997-01-07,622.4500122070312,611.0499877929688,611.0499877929688
1997-01-08,608.530029296875,621.4099731445312,621.4099731445312
1997-01-09,619.0999755859375,639.8699951171875,639.8699951171875
1997-01-10,637.989990234375,648.6900024414062,648.6900024414062
1997-01-13,659.8099975585938,659.5399780273438,659.5399780273438
1997-01-14,656.6699829101562,686.5900268554688,686.5900268554688
1997-01-15,690.1799926757812,699.760009765625,699.760009765625
1997-01-16,701.6400146484375,711.8599853515625,711.8599853515625
1997-01-17,713.0700073242188,701.1799926757812,701.1799926757812
1997-01-20,697.5599975585938,718.4600219726562,718.4600219726562
1997-01-21,721.0399780273438,690.5399780273438,690.5399780273438
1997-01-22,686.7100219726562,678.9400024414062,678.9400024414062
1997-01-23,679.3400268554688,676.9099731445312,676.9099731445312
1997-01-24,669.030029296875,679.5599975585938,679.5599975585938
1997-01-27,684.3099975585938,664.7000122070312,664.7000122070312
1997-01-28,661.6599731445312,662.8499755859375,662.8499755859375
1997-01-29,663.3300170898438,663.5599975585938,663.5599975585938
1997-01-30,663.6500244140625,676.52001953125,676.52001953125
1997-01-31,678.1900024414062,685.8400268554688,685.8400268554688
1997-02-03,682.260009765625,687.25,687.25
1997-02-04,687.8400268554688,695.9500122070312,695.9500122070312
1997-02-05,698.1799926757812,698.5999755859375,698.5999755859375
1997-02-06,698.5399780273438,700.219970703125,700.219970703125
1997-02-10,701.4299926757812,709.7899780273438,709.7899780273438
1997-02-11,711.1099853515625,713.4299926757812,713.4299926757812
1997-02-12,714.8200073242188,712.5,712.5
1997-02-13,713.6400146484375,716.7100219726562,716.7100219726562
1997-02-14,717.2899780273438,721.0,721.0
1997-02-17,720.4199829101562,712.9299926757812,712.9299926757812
1997-02-18,712.6199951171875,706.9400024414062,706.9400024414062
1997-02-19,708.6400146484375,713.6699829101562,713.6699829101562
1997-02-20,713.5,711.1300048828125,711.1300048828125
1997-02-21,710.8699951171875,686.719970703125,686.719970703125
1997-02-24,681.47998046875,676.5900268554688,676.5900268554688
1997-02-25,676.72998046875,682.8099975585938,682.8099975585938
1997-02-26,683.5900268554688,679.7100219726562,679.7100219726562
1997-02-27,678.1099853515625,669.4099731445312,669.4099731445312
1997-02-28,669.010009765625,676.530029296875,676.530029296875
1997-03-03,677.1799926757812,679.6400146484375,679.6400146484375
1997-03-04,679.510009765625,679.969970703125,679.969970703125
1997-03-05,680.47998046875,674.9000244140625,674.9000244140625
1997-03-06,675.25,678.1099853515625,678.1099853515625
1997-03-07,679.8300170898438,681.219970703125,681.219970703125
1997-03-10,673.9099731445312,667.3499755859375,667.3499755859375
1997-03-11,665.8300170898438,655.9500122070312,655.9500122070312
1997-03-12,655.760009765625,663.9000244140625,663.9000244140625
1997-03-13,663.9099731445312,657.9000244140625,657.9000244140625
1997-03-14,657.72998046875,642.0800170898438,642.0800170898438
1997-03-17,642.1699829101562,658.9000244140625,658.9000244140625
1997-03-18,659.72998046875,657.969970703125,657.969970703125
1997-03-19,656.9000244140625,646.2899780273438,646.2899780273438
1997-03-20,642.72998046875,642.8599853515625,642.8599853515625
1997-03-21,640.52001953125,627.6300048828125,627.6300048828125
1997-03-24,622.1400146484375,617.260009765625,617.260009765625
1997-03-25,616.1099853515625,638.9000244140625,638.9000244140625
1997-03-26,640.4500122070312,656.6199951171875,656.6199951171875
1997-03-27,657.0999755859375,651.6500244140625,651.6500244140625
1997-03-28,652.8800048828125,652.8699951171875,652.8699951171875
1997-03-31,670.75,677.3400268554688,677.3400268554688
1997-04-01,678.969970703125,672.989990234375,672.989990234375
1997-04-02,672.8200073242188,678.8599853515625,678.8599853515625
1997-04-03,680.1400146484375,678.739990234375,678.739990234375
1997-04-04,679.8800048828125,687.4199829101562,687.4199829101562
1997-04-07,688.8800048828125,694.9000244140625,694.9000244140625
1997-04-08,695.3499755859375,694.969970703125,694.969970703125
1997-04-09,695.8599853515625,698.6599731445312,698.6599731445312
1997-04-10,698.8800048828125,688.0399780273438,688.0399780273438
1997-04-11,688.3900146484375,693.9400024414062,693.9400024414062
1997-04-14,698.4400024414062,704.2000122070312,704.2000122070312
1997-04-15,706.0499877929688,701.3900146484375,701.3900146484375
1997-04-16,701.4299926757812,702.4199829101562,702.4199829101562
1997-04-17,702.97998046875,694.760009765625,694.760009765625
1997-04-18,695.2100219726562,695.6699829101562,695.6699829101562
1997-04-21,702.1599731445312,697.3400268554688,697.3400268554688
1997-04-22,696.280029296875,687.9600219726562,687.9600219726562
1997-04-23,688.1699829101562,693.0499877929688,693.0499877929688
1997-04-24,694.0399780273438,690.7999877929688,690.7999877929688
1997-04-25,691.5700073242188,692.47998046875,692.47998046875
1997-04-28,703.1300048828125,704.1599731445312,704.1599731445312
1997-04-29,705.1300048828125,704.0499877929688,704.0499877929688
1997-04-30,705.0,703.22998046875,703.22998046875
1997-05-02,704.77001953125,706.0999755859375,706.0999755859375
1997-05-06,706.530029296875,701.5700073242188,701.5700073242188
1997-05-07,700.8699951171875,689.0999755859375,689.0999755859375
1997-05-08,688.8900146484375,684.6900024414062,684.6900024414062
1997-05-09,685.9099731445312,687.6199951171875,687.6199951171875
1997-05-12,678.5,672.0999755859375,672.0999755859375
1997-05-13,673.0800170898438,683.8599853515625,683.8599853515625
1997-05-15,684.739990234375,699.9500122070312,699.9500122070312
1997-05-16,702.510009765625,699.530029296875,699.530029296875
1997-05-19,710.4099731445312,721.2000122070312,721.2000122070312
1997-05-20,723.1599731445312,734.6699829101562,734.6699829101562
1997-05-21,735.2999877929688,737.7100219726562,737.7100219726562
1997-05-22,737.1799926757812,724.3800048828125,724.3800048828125
1997-05-23,723.6699829101562,730.530029296875,730.530029296875
1997-05-26,724.7100219726562,718.989990234375,718.989990234375
1997-05-27,719.8200073242188,723.3499755859375,723.3499755859375
1997-05-28,724.969970703125,738.1199951171875,738.1199951171875
1997-05-29,745.260009765625,742.5,742.5
1997-05-30,742.3800048828125,746.3599853515625,746.3599853515625
1997-06-02,758.9199829101562,758.3900146484375,758.3900146484375
1997-06-03,758.8900146484375,766.0599975585938,766.0599975585938
1997-06-04,766.5399780273438,763.25,763.25
1997-06-05,762.9199829101562,765.6699829101562,765.6699829101562
1997-06-09,764.9099731445312,775.010009765625,775.010009765625
1997-06-10,777.8800048828125,769.8300170898438,769.8300170898438
1997-06-11,769.7000122070312,765.7899780273438,765.7899780273438
1997-06-12,767.9400024414062,774.6599731445312,774.6599731445312
1997-06-13,775.6699829101562,789.1500244140625,789.1500244140625
1997-06-16,793.5700073242188,789.0499877929688,789.0499877929688
1997-06-17,790.989990234375,792.2899780273438,792.2899780273438
1997-06-18,793.02001953125,773.2100219726562,773.2100219726562
1997-06-19,769.6900024414062,770.9500122070312,770.9500122070312
1997-06-20,772.5999755859375,770.219970703125,770.219970703125
1997-06-23,759.3300170898438,753.0499877929688,753.0499877929688
1997-06-24,751.6300048828125,753.7000122070312,753.7000122070312
1997-06-25,753.719970703125,744.989990234375,744.989990234375
1997-06-26,746.0700073242188,744.3400268554688,744.3400268554688
1997-06-27,743.3900146484375,738.4299926757812,738.4299926757812
1997-06-30,746.2999877929688,745.4000244140625,745.4000244140625
1997-07-01,744.97998046875,758.030029296875,758.030029296875
1997-07-02,763.3900146484375,777.2899780273438,777.2899780273438
1997-07-03,778.8200073242188,775.260009765625,775.260009765625
1997-07-04,776.02001953125,781.7000122070312,781.7000122070312
1997-07-07,777.7000122070312,773.510009765625,773.510009765625
1997-07-08,773.0,767.739990234375,767.739990234375
1997-07-09,768.260009765625,771.989990234375,771.989990234375
1997-07-10,771.989990234375,767.77001953125,767.77001953125
1997-07-11,766.9099731445312,768.2999877929688,768.2999877929688
1997-07-14,767.1699829101562,764.4500122070312,764.4500122070312
1997-07-15,762.9299926757812,755.0499877929688,755.0499877929688
1997-07-16,750.3499755859375,739.719970703125,739.719970703125
1997-07-18,737.22998046875,747.3699951171875,747.3699951171875
1997-07-21,741.02001953125,740.9299926757812,740.9299926757812
