Date,Open,Close,Volume,Raw
2018-10-19,10100.0,9925.5712890625,23.0,10055.0
2018-10-22,10050.0,9866.34375,1900.0,9995.0
2018-10-23,10055.0,9935.4423828125,46.0,10065.0
2018-10-24,10065.0,9905.828125,122.0,10035.0
2018-10-25,10175.0,10014.412109375,99.0,10145.0
2018-10-26,10145.0,10058.8330078125,634.0,10190.0
2018-10-29,10185.0,10019.3486328125,1600.0,10150.0
2018-10-30,10195.0,10029.2197265625,124.0,10160.0
2018-10-31,10160.0,10014.412109375,650.0,10145.0
2018-11-01,10130.0,9999.60546875,190.0,10130.0
2018-11-02,10045.0,9866.34375,432.0,9995.0
2018-11-05,9955.0,9846.6005859375,1474.0,9975.0
2018-11-06,9960.0,9851.5361328125,47.0,9980.0
2018-11-07,9965.0,9812.0517578125,945.0,9940.0
2018-11-08,9900.0,9767.630859375,347.0,9895.0
2018-11-09,9925.0,9821.9228515625,17.0,9950.0
2018-11-12,10040.0,9900.892578125,201.0,10030.0
2018-11-13,10145.0,9940.3779296875,39.0,10070.0
2018-11-14,10070.0,9969.9921875,141.0,10100.0
2018-11-15,10070.0,9925.5712890625,373.0,10055.0
2018-11-16,10070.0,9945.3134765625,914.0,10075.0
2018-11-19,10075.0,9969.9921875,89.0,10100.0
2018-11-20,10070.0,9969.9921875,27.0,10100.0
2018-11-21,10115.0,9979.86328125,57.0,10110.0
2018-11-22,10105.0,10039.0908203125,101.0,10170.0
2018-11-23,10070.0,9999.60546875,67.0,10130.0
2018-11-26,10145.0,9984.798828125,198.0,10115.0
2018-11-27,10115.0,9989.734375,303.0,10120.0
2018-11-28,10070.0,9955.1845703125,16.0,10085.0
2018-11-29,10070.0,9930.5068359375,54.0,10060.0
2018-11-30,10050.0,9900.892578125,12.0,10030.0
2018-12-03,10025.0,9841.6650390625,24.0,9970.0
2018-12-04,9990.0,9861.408203125,211.0,9990.0
2018-12-05,10065.0,9940.3779296875,11.0,10070.0
2018-12-06,10075.0,10004.541015625,122.0,10135.0
2018-12-07,10135.0,10004.541015625,30.0,10135.0
2018-12-10,10220.0,10073.640625,112.0,10205.0
2018-12-11,10250.0,10103.25390625,803.0,10235.0
2018-12-12,10205.0,10083.51171875,1501.0,10215.0
2018-12-13,10175.0,10029.2197265625,475.0,10160.0
2018-12-14,10160.0,10113.125,264.0,10245.0
2018-12-17,10260.0,10113.125,1389.0,10245.0
2018-12-18,10265.0,10132.8681640625,2203.0,10265.0
2018-12-19,10240.0,10167.4169921875,19.0,10300.0
2018-12-20,10290.0,10147.6748046875,4068.0,10280.0
2018-12-21,10255.0,10088.447265625,103.0,10220.0
2018-12-24,10230.0,10113.125,536.0,10245.0
2018-12-26,10290.0,10162.4814453125,548.0,10295.0
2018-12-27,10205.0,10073.640625,236.0,10205.0
2018-12-28,10220.0,10053.8974609375,247.0,10185.0
2019-01-02,10250.0,10137.8037109375,199.0,10270.0
2019-01-03,10355.0,10261.1943359375,103.0,10395.0
2019-01-04,10430.0,10266.1298828125,572.0,10400.0
2019-01-07,10270.0,10162.4814453125,630.0,10295.0
2019-01-09,10285.0,10122.9970703125,1649.0,10255.0
2019-01-10,10255.0,10098.318359375,1893.0,10230.0
2019-01-11,10245.0,10098.318359375,230.0,10230.0
2019-01-14,10270.0,10192.095703125,1040.0,10325.0
2019-01-15,10270.0,10142.7392578125,399.0,10275.0
2019-01-16,10285.0,10142.7392578125,101.0,10275.0
2019-01-17,10270.0,10162.4814453125,827.0,10295.0
2019-01-18,10240.0,10127.9326171875,143.0,10260.0
2019-01-21,10255.0,10147.6748046875,532.0,10280.0
2019-01-22,10255.0,10192.095703125,241.0,10325.0
2019-01-23,10325.0,10167.4169921875,2866.0,10300.0
2019-01-24,10285.0,10172.3525390625,107.0,10305.0
2019-01-25,10315.0,10118.060546875,150.0,10250.0
2019-01-28,10225.0,10088.447265625,286.0,10220.0
2019-01-29,10240.0,10073.640625,516.0,10205.0
2019-01-30,10225.0,10088.447265625,2098.0,10220.0
2019-01-31,10215.0,10093.3828125,992.0,10225.0
