시작,종료,일수,log기여,수익차,QQQ,구간
2016-02-11,2016-02-17,4,0.08173185561362506,8.516478996690013,6.172684549072582,3-5일
2019-01-07,2019-01-30,17,0.06910235805304044,7.154588488567337,4.781020935505986,6-20일
2020-03-11,2020-03-11,1,-0.04517556891067809,-4.417034687021415,-4.355136873559717,1-2일
2020-04-09,2020-04-14,3,0.07968284338602705,8.294355049386649,5.465159862600832,3-5일
2022-02-25,2022-03-04,6,-0.05419162141653022,-5.27494243873573,-2.4492689410722357,6-20일
2022-03-17,2022-03-24,6,0.09300882489788898,9.747142029856736,4.542961093797726,6-20일
2022-04-19,2022-04-21,3,-0.04232136264542796,-4.143831484898975,-3.49749442468984,3-5일
2023-02-03,2023-02-03,1,-0.029744204420442233,-2.93061990223068,-1.7774843311422317,1-2일
2023-03-22,2023-03-22,1,-0.009097404174237433,-0.9056147995715302,-1.3598896170193497,1-2일
2023-03-24,2023-03-27,2,-0.02096935193525129,-2.0751023804414293,-0.6850920836698138,1-2일
2023-03-30,2023-04-06,6,0.018526863805881977,1.8699550948987786,0.7506934534784682,6-20일
2025-04-10,2025-04-10,1,-0.050871358973417324,-4.959907678066921,-4.2532188841201695,1-2일
2025-04-14,2025-04-16,3,-0.04013072771423809,-3.933615444546046,-2.9072309171985666,3-5일
2025-04-24,2025-05-01,6,0.10057631705230896,10.580803049319144,3.066224457045008,6-20일
